page_index,fact_check_id,fact_check_explanation_title,fact_check_explanation_summary,fact_check_image_url_thumbnail,fact_check_date,fact_check_page_url
5,kim-johnson-child-poverty-figures,Labour MP’s child poverty claim uses figures which aren’t comparable,Kim Johnson MP tweeted that the number of children in poverty has increased from 2.6 million to 4.2 million since 2010.,https://www.fullfact.org/media/_versions/kim_johnson_homepage_article.jpg,2023-06-26,https://www.fullfact.org/economy/kim-johnson-child-poverty-figures/
5,fake-pictures-titan-submersible-debris,Images falsely claim to show Titanic sub debris,Some images being shared are likely to be AI-generated while another was taken 19 years ago around the Titanic wreck.,https://www.fullfact.org/media/_versions/coast_guard_hc-130_and_l%E2%80%99atalante_searching_for_titan_(1)-fotor-20230623165027_homepage_article.png,2023-06-23,https://www.fullfact.org/online/fake-pictures-titan-submersible-debris/
5,video-paris-explosion-russia,Video of ‘explosion in Paris’ was actually filmed in Russia in 2020,A dramatic video shared on social media shows a huge fireball rising over a busy road.,https://www.fullfact.org/media/_versions/image_(72)_homepage_article.jpg,2023-06-23,https://www.fullfact.org/online/video-paris-explosion-russia/
5,mirror-cardiovascular-excess-deaths-bhf,Mirror wrong to say NHS standards ‘since Covid’ behind excess cardiovascular deaths,"A print article claimed that poor NHS standards were the reason for almost 100,000 excess cardiovascular deaths since 2020, but it didn’t mention that Covid itself might have caused most …",https://www.fullfact.org/media/_versions/23_june_2023_towfiqu-barbhuiya-qsbfowmopny-unsplash_homepage_article.jpg,2023-06-23,https://www.fullfact.org/health/mirror-cardiovascular-excess-deaths-bhf/
5,greta-thunberg-prediction,Greta Thunberg didn’t predict the world would end in June 2023,A since-deleted tweet shared by the climate campaigner in 2018 has been taken out of context.,https://www.fullfact.org/media/_versions/greta_thunberg_homepage_article.jpg,2023-06-23,https://www.fullfact.org/online/greta-thunberg-prediction/
5,bob-seely-ghost-kids,"No evidence for MP’s claim 100,000 ‘ghost kids’ disappeared from school rolls in pandemic",Bob Seely MP made the claim during a debate in parliament.,https://www.fullfact.org/media/_versions/official_portrait_of_mr_bob_seely_crop_1_(1)_homepage_article.jpg,2023-06-23,https://www.fullfact.org/education/bob-seely-ghost-kids/
5,missing-grandma-hoax-2016-blog-photo,Missing grandma hoax posts use photo taken from a 2016 blog,Almost identical posts appeared in community groups for locations across the UK.,https://www.fullfact.org/media/_versions/facebook_scam-_cropped_homepage_article.jpg,2023-06-22,https://www.fullfact.org/online/missing-grandma-hoax-2016-blog-photo/
5,mailonline-work-from-home-survey,MailOnline corrects article on homeworking,The website said that a third of homeworkers don’t have their own workspace. But this was based on research looking at office workers in general.,https://www.fullfact.org/media/_versions/22_june_2023_andrew-neel-wclubrmcbd8-unsplash_homepage_article.jpg,2023-06-22,https://www.fullfact.org/health/mailonline-work-from-home-survey/
5,boris-johnson-public-duty-cost-allowance,"Boris Johnson is not entitled to a ‘£115,000 pension’ as a former Prime Minister","Social media posts wrongly claim that Boris Johnson will receive a £115,000 a year pension.",https://www.fullfact.org/media/_versions/boris_johnson_homepage_article.jpg,2023-06-22,https://www.fullfact.org/online/boris-johnson-public-duty-cost-allowance/
5,labour-nhs-pagers,Labour fails to back up claim that the NHS owns 10% of the world’s pagers,The claim may stem from coverage of a 2017 report by a clinical messaging company. Other more recent figures suggest the NHS may account for far fewer than 10% of …,https://www.fullfact.org/media/_versions/ian-taylor-4hwvajp8ofm-unsplash_ambulance_(3)_homepage_article.jpg,2023-06-22,https://www.fullfact.org/health/labour-nhs-pagers/
5,minimum-wage-tax-threshold-comparison,"Minimum wage earners haven’t seen a ‘£1,000 reduction in their tax’ compared to what they used to pay","A figure quoted by the Deputy PM actually refers to the difference between what a minimum wage earner pays now, and what they’d be paying if tax thresholds had risen …",https://www.fullfact.org/media/_versions/oliver_dowden_homepage_article.jpg,2023-06-22,https://www.fullfact.org/economy/minimum-wage-tax-threshold-comparison/
5,sungazing-sunglasses-eyes-blindness,Looking at the sun can cause blindness,A viral Facebook video claims looking at the sun directly is not harmful to the eyes if done at sunrise or sunset. This isn’t true.,https://www.fullfact.org/media/_versions/sungazing_resize_homepage_article.jpg,2023-06-21,https://www.fullfact.org/health/sungazing-sunglasses-eyes-blindness/
