page_index,fact_check_id,fact_check_explanation_title,fact_check_explanation_summary,fact_check_image_url_thumbnail,fact_check_date,fact_check_page_url
7,labour-unemployment-record,Has a Labour government ever left office with unemployment lower than when it came in?,"While most Labour governments haven’t, historic unemployment data suggests there’s at least one exception.",https://www.fullfact.org/media/_versions/ramsay_macdonald_homepage_article.jpg,2023-06-15,https://www.fullfact.org/economy/labour-unemployment-record/
7,sugar-cancer-alkaline-diet,Sugar-free alkaline diets won’t ‘starve’ cancer,A video on social media claims that avoiding refined sugar and eating an ‘alkaline’ diet will have an anti-cancer effect. This isn’t supported by the evidence.,https://www.fullfact.org/media/_versions/csiro_scienceimage_10529_sugarcane_and_bowl_of_sugar_resize_homepage_article.jpg,2023-06-15,https://www.fullfact.org/health/sugar-cancer-alkaline-diet/
7,raw-milk-lactose-intolerance,"Raw milk won’t cure lactose intolerance, but it might make you ill",An Instagram video claims that raw unpasteurised milk cures lactose intolerance. But raw milk still contains lactose and there’s no evidence it will prevent the digestive issues this causes.,https://www.fullfact.org/media/_versions/pexels-mark-stebnicki-2383286_resize_homepage_article.jpg,2023-06-15,https://www.fullfact.org/health/raw-milk-lactose-intolerance/
7,missing-man-hoax-Mr-Jones,Facebook post does not show a missing man with dementia named ‘Mr Jones’,A Facebook post uses a photo from the US that has appeared in other hoax posts about missing elderly men.,https://www.fullfact.org/media/_versions/facebook_phone_cropped_homepage_article.jpg,2023-06-15,https://www.fullfact.org/online/missing-man-hoax-Mr-Jones/
7,fake-Alton-Towers-giveaway,Facebook page offering free passes for Alton Towers is not associated with the theme park,Thousands of people commented on and shared the post in 24 hours.,https://www.fullfact.org/media/_versions/alton_towers-cropped_homepage_article.jpg,2023-06-15,https://www.fullfact.org/online/fake-Alton-Towers-giveaway/
7,hoax-dog-bitten-diamond-rattlesnake-facebook,Hoax posts about dog bitten by rattlesnake shared widely online,The pictures used in the post have been circulating online for years.,https://www.fullfact.org/media/_versions/dole777-eqspi11rf68-unsplash_(1)_(1)_homepage_article.jpg,2023-06-14,https://www.fullfact.org/online/hoax-dog-bitten-diamond-rattlesnake-facebook/
7,rishi-sunak-cutting-waiting-lists,The overall NHS waiting list continues to rise,"Rishi Sunak says the government’s “cutting waiting lists”. That’s true in the case of some specific NHS waiting lists, but not for the main list overall.",https://www.fullfact.org/media/_versions/14_june_2023_prime_minister_rishi_sunak_arrives_in_downing_street_homepage_article.jpg,2023-06-14,https://www.fullfact.org/health/rishi-sunak-cutting-waiting-lists/
7,found-cocker-spaniel-hoax,No evidence viral appeal for information about ‘found’ cocker spaniel is genuine,Posts about the dog have been shared thousands of times on social media.,https://www.fullfact.org/media/_versions/solen-feyissa-iureayyyu_c-unsplash_(3)_(1)_homepage_article.jpg,2023-06-13,https://www.fullfact.org/online/found-cocker-spaniel-hoax/
7,teacher-pupil-numbers,England has fewer teachers relative to the number of school pupils than in 2010,The government’s announcement that there are a record number of teachers is missing important context.,https://www.fullfact.org/media/_versions/teacher_numbers_homepage_article.jpg,2023-06-13,https://www.fullfact.org/education/teacher-pupil-numbers/
7,chester-zoo-fake-giveaway,Chester Zoo is not offering a giveaway through ‘Chester Wildlife Park’ Facebook profile,Chester Zoo has warned the Facebook giveaway is not real.,https://www.fullfact.org/media/_versions/chester_zoo-cropped_homepage_article.jpg,2023-06-13,https://www.fullfact.org/online/chester-zoo-fake-giveaway/
7,labour-just-stop-oil-donations,"Labour has received around £1.5 million from a Just Stop Oil donor, not the protest group itself",There’s no evidence of any donation from Just Stop Oil to the Labour party.,https://www.fullfact.org/media/_versions/just_stop_oil_homepage_article.jpg,2023-06-13,https://www.fullfact.org/online/labour-just-stop-oil-donations/
7,recall-petition-threshold,"The threshold for a recall petition to succeed is 10% of voters, not 10,000","Labour MP Jonathan Reynolds claimed a recall petition requires 10,000 constituents to sign it, but in nearly all constituencies the threshold is lower.",https://www.fullfact.org/media/_versions/j_reynolds_homepage_article.jpg,2023-06-12,https://www.fullfact.org/news/recall-petition-threshold/
