page_index,fact_check_id,fact_check_explanation_title,fact_check_explanation_summary,fact_check_image_url_thumbnail,fact_check_date,fact_check_page_url
276,how-valuable-bombardier-economy-northern-ireland,How valuable is Bombardier to the economy of Northern Ireland?,Bombardier is a significant part of the Northern Irish economy but we’ve seen no evidence that it’s worth a full 10% of GDP.,https://www.fullfact.org/media/_versions/bombadier_homepage_article.jpg,2017-10-13,https://www.fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
276,unemployment-uk-1975,Unemployment in the UK since 1975,Unemployment in the UK was at 4.3% between May and July 2017.,https://www.fullfact.org/media/_versions/unemployment_homepage_article.jpg,2017-10-13,https://www.fullfact.org/economy/unemployment-uk-1975/
276,how-many-women-leave-northern-ireland-have-abortion-britain,How many women leave Northern Ireland to have an abortion in Britain?,"Around 4,000 women living in Ireland and Northern Ireland came to England and Wales for an abortion in 2016.",https://www.fullfact.org/media/_versions/ni_women_abortions_in_england_homepage_article.jpg,2017-10-13,https://www.fullfact.org/health/how-many-women-leave-northern-ireland-have-abortion-britain/
276,abortions-court-northern-ireland,Abortions in court in Northern Ireland,Abortion is banned in Northern Ireland except to protect the health of the mother. Campaigners have been trying to change the law.,https://www.fullfact.org/media/_versions/abortion_court_homepage_article.jpg,2017-10-13,https://www.fullfact.org/law/abortions-court-northern-ireland/
276,60-northern-irelands-exports-go-rest-uk,60% of Northern Ireland’s exports go to the rest of the UK,Correct that 60% of all sales from Northern Ireland went to Great Britain in 2015.,https://www.fullfact.org/media/_versions/ni_exports_homepage_article.jpg,2017-10-13,https://www.fullfact.org/economy/60-northern-irelands-exports-go-rest-uk/
276,universal-credit-leading-rent-arrears,Is Universal Credit leading to rent arrears?,"Half of council tenants in 105 councils are one month behind in rent, according to research by the Observer.",https://www.fullfact.org/media/_versions/council-houses-universal-credit_homepage_article.jpg,2017-10-11,https://www.fullfact.org/economy/universal-credit-leading-rent-arrears/
276,were-14-million-stuck-out-work-benefits-under-labour,Were 1.4 million stuck on out-of-work benefits under Labour?,"According to 2010 research by the Department for Work and Pensions, 1.4 million people were on out of work benefits in nine of the last ten years.",https://www.fullfact.org/media/_versions/job-centre-out-of-work-benefits-labour_homepage_article.jpg,2017-10-11,https://www.fullfact.org/economy/were-14-million-stuck-out-work-benefits-under-labour/
276,universal-credit-being-credited-time,Is Universal Credit being paid on time?,The percentage of people receiving their first universal credit payment within five or six weeks has increased since January.,https://www.fullfact.org/media/_versions/clock-face-universal-credit_homepage_article.jpg,2017-10-11,https://www.fullfact.org/economy/universal-credit-being-credited-time/
276,what-junior-doctor,What is a junior doctor?,"Junior doctors make up almost half of all doctors in hospitals in England, and can have up to ten years of practical medical experience.",https://www.fullfact.org/media/_versions/junior-doctor_homepage_article.jpg,2017-10-10,https://www.fullfact.org/health/what-junior-doctor/
276,are-british-businesses-struggling-recruitment,Are British businesses struggling with recruitment?,52% of businesses surveyed by Lloyd’s Bank in June were struggling to recruit skilled labour.,https://www.fullfact.org/media/_versions/aw24xc_homepage_article.jpg,2017-10-10,https://www.fullfact.org/economy/are-british-businesses-struggling-recruitment/
276,how-old-average-conservative-party-member,How old is the average Conservative Party member?,"It’s almost impossible to know exactly what the Conservative membership's average age is, but 57 is probably the best guess for now.",https://www.fullfact.org/media/_versions/conservative_membership_average_age_homepage_article.jpg,2017-10-09,https://www.fullfact.org/news/how-old-average-conservative-party-member/
276,whos-right-disadvantaged-young-people-university,Who's right on disadvantaged young people at university?,Most recent data suggests disadvantaged students may be beginning to lose ground in higher education - but it's too soon to read too much into it.,https://www.fullfact.org/media/_versions/university-disadvantage-drop-outs_homepage_article.jpg,2017-10-06,https://www.fullfact.org/education/whos-right-disadvantaged-young-people-university/
