page_index,fact_check_id,fact_check_explanation_title,fact_check_explanation_summary,fact_check_image_url_thumbnail,fact_check_date,fact_check_page_url
370,should-we-trust-opinion-polls-any-more,Should we trust the opinion polls any more?,"Opinion pollsters had a pretty bad election day. All the pollsters underestimated the Conservative lead over Labour.* Now they are having an inquiry into why. In their defence, the British …",,2015-05-09,https://www.fullfact.org/news/should-we-trust-opinion-polls-any-more/
370,king-swingers-will-uk-general-election-be-decided-200000-voters-marginal-seats,"King of the swingers: will the UK general election be decided by 200,000 voters in marginal seats?","Like some lost tribe, somewhere there exists a group of just 200,000 swing voters, who, after weeks of party campaigns the length and breadth of the country, will alone decide …",,2015-05-06,https://www.fullfact.org/news/king-swingers-will-uk-general-election-be-decided-200000-voters-marginal-seats/
370,dwp-reviewing-link-between-suicides-and-welfare-reform,Is the DWP reviewing a link between suicides and welfare reform?,"""We've got 60 people who have committed suicide and their suicides are linked to benefits [...] the Department of Work and Pensions is supposed to be reviewing 60 cases where …",,2015-05-06,https://www.fullfact.org/law/dwp-reviewing-link-between-suicides-and-welfare-reform/
370,full-fact-podcast-episode-6,Full Fact Podcast Episode 6,"The Full Fact podcast brings you the facts behind the spin. We have a team of researchers working 18 hours a day, 7 days a week during the election. We …",,2015-05-06,https://www.fullfact.org/news/full-fact-podcast-episode-6/
370,nhs-bureaucrats-20000-fewer-under-coalition,"NHS bureaucrats: 20,000 fewer under the Coalition?","""What we did in terms of changing the NHS is we got rid of 20,000 bureaucrats""—David Cameron, 26 March 2015 There is no clear definition of a 'bureaucrat', which tends …",,2015-05-06,https://www.fullfact.org/health/nhs-bureaucrats-20000-fewer-under-coalition/
370,impacts-migration-local-public-services,Impacts of migration on local public services,"It isn't possible to say with certainty what the implications of migration are for the cost, availability and quality of public services. They're likely to vary by area and service.",https://www.fullfact.org/media/_versions/impact-of-migration_homepage_article.jpg,2015-05-06,https://www.fullfact.org/immigration/impacts-migration-local-public-services/
370,tax-evasion-and-avoidance-how-much-can-be-raised,Tax evasion and avoidance: how much can be raised?,"""We will raise at least £5 billion from continuing to tackle tax evasion, and aggressive tax avoidance and tax planning, building on the £7 billion of annual savings we have …",,2015-05-06,https://www.fullfact.org/economy/tax-evasion-and-avoidance-how-much-can-be-raised/
370,how-does-british-defence-spending-compare-rest-world,How does British defence spending compare with the rest of the world?,"""We have the second largest defence budget in NATO and the largest in the EU""—Conservative manifesto, page 77 The above claim is true if you use one measurement of global …",,2015-05-06,https://www.fullfact.org/economy/how-does-british-defence-spending-compare-rest-world/
370,polls-damn-polls-and-statistics,"Polls, Damn Polls and Statistics",A Full Fact guide to interpreting opinion polls,https://www.fullfact.org/media/_versions/ff-wp-files/2015/05/road-arrows_homepage_article.jpg,2015-05-06,https://www.fullfact.org/news/polls-damn-polls-and-statistics/
370,five-election-claim-pitfalls,Five Election Claim Pitfalls,"In our General Election Factcheck 2015 report, we include five common pitfalls when it comes to political claims. These are errors that politicians often fall into, and are all too …",,2015-05-05,https://www.fullfact.org/news/five-election-claim-pitfalls/
370,what-you-dont-find-out-about-englands-educational-performance-pisa-league-table,PISA's international league tables: what they do and don't tell you,The Programme for International Student Assessment (PISA) is a survey of the educational achievement of 15-year-olds developed by the Organisation for Economic Co-operation and Development (OECD).,https://www.fullfact.org/media/_versions/e8gm13_hopscotch_homepage_article.jpg,2015-05-05,https://www.fullfact.org/education/what-you-dont-find-out-about-englands-educational-performance-pisa-league-table/
370,election-claim-pitfalls-beware-baseline,Election claim pitfalls: beware the baseline,"In our General Election Factcheck 2015 report, we include five common pitfalls when it comes to political claims. These are errors that politicians often fall into, and are all too …",,2015-05-04,https://www.fullfact.org/news/election-claim-pitfalls-beware-baseline/
