page_index,fact_check_id,fact_check_explanation_title,fact_check_explanation_summary,fact_check_image_url_thumbnail,fact_check_date,fact_check_page_url
26,WHO-vaccines-sterility-squalene-rima-laibow,The WHO is not working on vaccines to create ‘permanent sterility’,Clips from a 2009 TV show falsely claim the World Health Organisation wants to depopulate the world using vaccines.,https://www.fullfact.org/media/_versions/2048px-world_health_organization_flag_resize_homepage_article.jpg,2023-02-28,https://www.fullfact.org/health/WHO-vaccines-sterility-squalene-rima-laibow/
26,injured-dog-balham,Dog supposedly hit by a car in south London actually died in the US in 2017,"A Facebook post features an image of a dog that was fatally injured in Newport News, Virginia.",https://www.fullfact.org/media/_versions/facebook_homepage_article.jpg,2023-02-28,https://www.fullfact.org/online/injured-dog-balham/
26,oxford-residents-permit-district,Oxford residents won’t require a permit to ‘leave their district’,A video making misleading claims about the city’s new traffic filter scheme has been shared widely online.,https://www.fullfact.org/media/_versions/sidharth-bhatia-_qstzxtwnxy-unsplash_(2)_homepage_article.jpg,2023-02-28,https://www.fullfact.org/online/oxford-residents-permit-district/
26,abandoned-newborn-swansea-hoax,Photo of newborn ‘found in Swansea dumpster’ shows a baby found in London in 2019,South Wales Police confirmed it has no record of an incident described in a Facebook post involving an abandoned baby.,https://www.fullfact.org/media/_versions/newborn_homepage_article.jpg,2023-02-28,https://www.fullfact.org/online/abandoned-newborn-swansea-hoax/
26,kate-shemirani-childhood-vaccines,Kate Shemirani makes several false claims about childhood vaccines,"Claims that children get almost 100 vaccines, that none are safe or effective, and that no vaccines have ever been trialled together are all false.",https://www.fullfact.org/media/_versions/pexels-cdc-3992931_resize_homepage_article.jpg,2023-02-27,https://www.fullfact.org/health/kate-shemirani-childhood-vaccines/
26,joe-biden-bruise-ash-wednesday,Mark on Joe Biden’s forehead during Poland trip isn’t a ‘bruise’,"The mark is actually an ash cross, given during the Ash Wednesday Mass.",https://www.fullfact.org/media/_versions/joe_biden_portrait_2021_(1)_homepage_article.jpg,2023-02-24,https://www.fullfact.org/online/joe-biden-bruise-ash-wednesday/
26,37-billion-test-and-trace-app-scam,The NHS Test and Trace app did not cost £37 billion,"£37 billion was the total budget for the NHS Test and Trace programme over its first two years, only a fraction of which was spent on the app.",https://www.fullfact.org/media/_versions/nhs_t%26t_homepage_article.jpg,2023-02-24,https://www.fullfact.org/online/37-billion-test-and-trace-app-scam/
26,samsung-iphone-argos-amazon-giveaway,Facebook posts about Samsung S23 and iPhone giveaways are fake,Posts on social media falsely claim that Argos and Amazon are selling Samsung S23 phones for £3 and that Amazon is also selling iPhone 14s for the same price.,https://www.fullfact.org/media/_versions/samsung_phone_cropped_homepage_article.jpg,2023-02-24,https://www.fullfact.org/online/samsung-iphone-argos-amazon-giveaway/
26,junior-doctors-pay-demands-35-not-26,Newspapers and health minister understate junior doctors’ pay demand,"Junior doctors are asking for a pay rise of about 35%—not 26%, which is how much their union says their pay has fallen by since 2008-9.",https://www.fullfact.org/media/_versions/24_feb_2023_usman-yousaf-ptrhfmj2jda-unsplash_homepage_article.jpg,2023-02-24,https://www.fullfact.org/economy/junior-doctors-pay-demands-35-not-26/
26,adidas-free-shoe-giveaway-fake,Posts about an Adidas shoe giveaway are fake,The company says it is not involved in any such offer.,https://www.fullfact.org/media/_versions/daniel-storek-jm-qked1gmi-unsplash_homepage_article.jpg,2023-02-23,https://www.fullfact.org/online/adidas-free-shoe-giveaway-fake/
26,lost-woman-with-dementia,Posts about a lost woman with dementia are a hoax,"The posts claim to need help identifying an elderly woman with dementia who has arrived at a local shelter with her dog, but they appear in many different places.",https://www.fullfact.org/media/_versions/lost_woman_with_dementia_homepage_article.png,2023-02-23,https://www.fullfact.org/online/lost-woman-with-dementia/
26,express-scotland-deficit,Daily Express claim on Scotland’s ‘deficit’ needs context,"It’s true that Scotland technically has a large budget ‘deficit’, but the level of the deficit is mainly due to decisions made by the UK Government not the Scottish Government.",https://www.fullfact.org/media/_versions/22_feb_2023_nicola_sturgeon_3_march_2021_homepage_article.jpg,2023-02-23,https://www.fullfact.org/scotland/express-scotland-deficit/
