page_index,fact_check_id,fact_check_explanation_title,fact_check_explanation_summary,fact_check_image_url_thumbnail,fact_check_date,fact_check_page_url
416,what-does-british-public-think-about-europe,What does the British public think about Europe?,Spotlight on public opinion on the EU.,https://www.fullfact.org/media/_versions/union-flag-eu-facebook_homepage_article.jpg,2014-03-26,https://www.fullfact.org/europe/what-does-british-public-think-about-europe/
416,self-build-britain-uk-lagging-behind-other-countries,Self-build Britain: is the UK lagging behind other countries?,"Britain is lagging behind other countries for self-building, according to the Independent this week. The figures point this way, but they're far from an ideal measure.",,2014-03-25,https://www.fullfact.org/economy/self-build-britain-uk-lagging-behind-other-countries/
416,nhs-losing-5-billion-year-fraud,Is the NHS losing £5 billion a year to fraud?,"It has been widely reported that fraud is costing the NHS £5 billion a year - far higher than official estimates suggest. But the £5 billion is an uncertain figure, …",,2014-03-24,https://www.fullfact.org/health/nhs-losing-5-billion-year-fraud/
416,making-sense-statistics,Making Sense of Statistics,Full Fact Live: factchecking in brief from Full Fact and elsewhere,,2014-03-22,https://www.fullfact.org/news/making-sense-statistics/
416,full-fact-out-and-about,Full Fact out and about,Full Fact Live: factchecking in brief from Full Fact and elsewhere.,,2014-03-21,https://www.fullfact.org/news/full-fact-out-and-about/
416,bingo-decline,Is bingo on the decline?,"Following the announcement of a duty cut from 20% to 10%, bingo has made the headlines. But has it been declining as fast as the Chancellor claims?",,2014-03-20,https://www.fullfact.org/economy/bingo-decline/
416,ministers-should-not-use-unpublished-data-says-watchdog,"Ministers should not use unpublished data, says watchdog",Full Fact Live: factchecking in brief from Full Fact and elsewhere.,,2014-03-20,https://www.fullfact.org/news/ministers-should-not-use-unpublished-data-says-watchdog/
416,record-number-people-work-or-just-record-number-people,"Record number of people in work, or just a record number of people?",Full Fact Live: factchecking in brief from Full Fact and elsewhere.,,2014-03-19,https://www.fullfact.org/economy/record-number-people-work-or-just-record-number-people/
416,growing-number-paying-40-income-tax-rate,Growing number paying 40% income tax rate,Full Fact Live: factchecking in brief from Full Fact and elsewhere.,,2014-03-19,https://www.fullfact.org/economy/growing-number-paying-40-income-tax-rate/
416,labours-cost-living-figures-out-date,Labour's cost of living figures out of date,Full Fact Live: factchecking in brief from Full Fact and elsewhere.,,2014-03-19,https://www.fullfact.org/economy/labours-cost-living-figures-out-date/
416,tax-free-childcare-whats-impact-families,'Tax-free' childcare: what's the impact on families?,We take a look at some of the claims made today in response to the Government's announcements on funding for childcare support.,,2014-03-18,https://www.fullfact.org/economy/tax-free-childcare-whats-impact-families/
416,statistics-authority-review-legal-aid-fees-release,Statistics Authority to review Legal Aid fees release,Full Fact Live: factchecking in brief from Full Fact and elsewhere.,,2014-03-18,https://www.fullfact.org/crime/statistics-authority-review-legal-aid-fees-release/
