page_index,fact_check_id,fact_check_explanation_title,fact_check_explanation_summary,fact_check_image_url_thumbnail,fact_check_date,fact_check_page_url
49,covid-deaths-july-august,Claims exaggerate the number of Covid-19 deaths in 2022,Far fewer people are dying of Covid-19 in 2022 compared with 2021 and 2020—although some sources of data make the numbers look higher.,https://www.fullfact.org/media/_versions/23_sep_2022_sj-objio-k2eb0bv4jgk-unsplash_homepage_article.jpg,2022-09-23,https://www.fullfact.org/health/covid-deaths-july-august/
49,20-percent-brits-diy-dentistry,Poll didn’t find 20% of Britons are resorting to ‘DIY dentistry’,Headlines in the Telegraph and MailOnline claimed that a fifth of people had been forced to attempt their own dental treatment.,https://www.fullfact.org/media/_versions/caroline-lm-jibssizvpza-unsplash_(1)_homepage_article.jpg,2022-09-23,https://www.fullfact.org/health/20-percent-brits-diy-dentistry/
49,two-week-waiting-time-expectation,Two week waiting time for GP appointments not official requirement,Health Secretary Thérèse Coffey has described calls for a two week waiting time for GP appointments in England as an “expectation” rather than a requirement.,https://www.fullfact.org/media/_versions/therese_coffey_homepage_article.png,2022-09-22,https://www.fullfact.org/health/two-week-waiting-time-expectation/
49,coffey-health-spending-september-2022,Health secretary’s claim on health spending fact checked,Dr Thérèse Coffey said health and social care account for 40% of government day-to-day spending. That’s only true if you don’t count spending on things like pensions.,https://www.fullfact.org/media/_versions/220922_coffey_homepage_article.jpg,2022-09-22,https://www.fullfact.org/health/coffey-health-spending-september-2022/
49,meghan-markle-queen-funeral,Photo of Meghan Markle in outfit similar to Princess Diana’s was not taken at Queen’s funeral,The photo of the Duchess of Sussex was actually taken in 2019.,https://www.fullfact.org/media/_versions/27537241539_72bc7577e6_o_homepage_article.png,2022-09-22,https://www.fullfact.org/online/meghan-markle-queen-funeral/
49,queen-in-spitfire-plane-pilot,Picture of Queen in Spitfire is fake,The image of her in a Spitfire’s cockpit has been edited.,https://www.fullfact.org/media/_versions/peter-bromley-sj_yzusftlc-unsplash_homepage_article.png,2022-09-21,https://www.fullfact.org/online/queen-in-spitfire-plane-pilot/
49,boris-johnson-queue-queen,Picture doesn’t show Boris Johnson queueing for the Queen’s lying-in-state,The photograph seems to originate on Twitter. The person who first shared it has confirmed that it does not show Boris Johnson.,https://www.fullfact.org/media/_versions/21_sep_2022_prime_minister_boris_johnson_portrait_homepage_article.jpg,2022-09-21,https://www.fullfact.org/online/boris-johnson-queue-queen/
49,queen-mourning-nintendo-console-satire,Image of Nintendo console displaying mourning message was created as a joke,The widely shared image suggests UK consoles will not function until after the Queen’s funeral.,https://www.fullfact.org/media/_versions/denise-jans-vpaeozkpbjq-unsplash_homepage_article.jpg,2022-09-21,https://www.fullfact.org/online/queen-mourning-nintendo-console-satire/
49,Queen-funeral-viewing-figures,Did several billion people watch the Queen’s funeral?,"Various claims about worldwide TV viewing figures have been reported, but they don’t appear to have been clearly evidenced.",https://www.fullfact.org/media/_versions/state_funeral_homepage_article.jpg,2022-09-20,https://www.fullfact.org/news/Queen-funeral-viewing-figures/
49,WEF-private-vehicle-ownership,World Economic Forum has not said private vehicle ownership should be restricted to ‘elites’,The WEF has proposed shared car ownership as a way to reduce material usage. But not for private vehicle ownership to be ended or restricted.,https://www.fullfact.org/media/_versions/private_car_ownership_homepage_article.jpg,2022-09-20,https://www.fullfact.org/online/WEF-private-vehicle-ownership/
49,aspen-cards-175,Asylum seekers do not get £175 per week on a prepaid card,It’s closer to £175 per person per month.,https://www.fullfact.org/media/_versions/jan-antonin-kolar-sc5huu4xztk-unsplash_homepage_article.png,2022-09-20,https://www.fullfact.org/immigration/aspen-cards-175/
49,dutch-royal-golden-carriage,Controversial colonial carriage belongs to Dutch not British royal family,Some online have claimed the 1898 ‘golden coach’ belonged to Queen Elizabeth II.,https://www.fullfact.org/media/_versions/15236325606_fb9042e05b_o_homepage_article.png,2022-09-16,https://www.fullfact.org/online/dutch-royal-golden-carriage/
