page_index,fact_check_id,fact_check_explanation_title,fact_check_explanation_summary,fact_check_image_url_thumbnail,fact_check_date,fact_check_page_url
401,statistical-excellence-awards-winners,Statistical Excellence Awards winners,"The winners of the Royal Statistical Society's Statistical Excellence Awards in Official Statistics, Journalism and the Pharmaceutical Industry were announced on StatsLife yesterday. Medals and prizes will be presented at …",,2014-07-03,https://www.fullfact.org/news/statistical-excellence-awards-winners/
401,telegraph-changes-social-media-crime-article,Telegraph changes social media crime article,"Last week the Telegraph claimed that social media crimes accounted for 'half' of police calls, alongside similar reports by the BBC, Mail and Independent. The story originally came from the …",,2014-07-03,https://www.fullfact.org/news/telegraph-changes-social-media-crime-article/
401,30m-eu-child-benefits-unclear-how-much-it-paid-britain,£30m in EU child benefits: unclear how much of it is paid by Britain,News that German Chancellor Angela Merkel's party has endorsed a cut to child benefits entitlement for migrants in Germany has led a number of papers to bring up an estimate …,,2014-07-03,https://www.fullfact.org/news/30m-eu-child-benefits-unclear-how-much-it-paid-britain/
401,whos-waiting-nhs-waiting-times-depend-who-youre-looking,Who's waiting? NHS waiting times depend on who you're looking at,The Prime Minister and Shadow Health Secretary disagreed about NHS waiting times figures after today's PMQs. We take a look at the data.,,2014-07-02,https://www.fullfact.org/health/whos-waiting-nhs-waiting-times-depend-who-youre-looking/
401,suicide-rate-among-men-under-45-not-going,"Suicide rate among men under 45 is not ""going up""","The Guardian's front page story today was based on a wide-ranging interview with the President of the Faculty of Public Health, Professor John Ashton. Among other things, he said: ""The …",,2014-07-02,https://www.fullfact.org/news/suicide-rate-among-men-under-45-not-going/
401,are-four-fifths-private-sector-jobs-created-election-based-london,Are four fifths of the private sector jobs created since the election based in London?,"A row has erupted between Labour and the Conservatives about the number of jobs ""created"" outside of the capital. Our look at the figures suggests there are problems with some …",,2014-07-01,https://www.fullfact.org/economy/are-four-fifths-private-sector-jobs-created-election-based-london/
401,peter-riddell-calls-new-press-regulator-talk-full-fact,Peter Riddell calls for new press regulator to talk to Full Fact,Rt. Hon. Peter Riddell CBE gave the Beveridge Lecture at the Royal Statistical Society last week. Mr Riddell is Director of the Institute for Government. Before that he was a …,,2014-07-01,https://www.fullfact.org/news/peter-riddell-calls-new-press-regulator-talk-full-fact/
401,director-niesr-blogs-about-getting-inaccurate-stories-corrected,Director of NIESR blogs about getting inaccurate stories corrected,"""The key is to make complaints strictly factual, and backed up by references to the relevant facts and statistics, from official sources if possible."" That's according to Jonathan Portes, Director …",,2014-07-01,https://www.fullfact.org/news/director-niesr-blogs-about-getting-inaccurate-stories-corrected/
401,dwp-ministers-receive-most-letters-statistics-watchdog,DWP ministers receive the most letters from the statistics watchdog,"According to the BBC, the Department of Work and Pensions (DWP) has received more letters from the UK Statistics Authority (UKSA) critiquing or suggesting changes to its use of statistics …",,2014-06-30,https://www.fullfact.org/news/dwp-ministers-receive-most-letters-statistics-watchdog/
401,gp-recruitment-fell-2014-not-telegraphs-10,"GP recruitment fell in 2014, but not by the Telegraph's 10%",Today's Telegraph reports that the number of doctors accepting GP training posts has fallen by 10%. We look into the figures.,,2014-06-30,https://www.fullfact.org/health/gp-recruitment-fell-2014-not-telegraphs-10/
401,immigration-now-seen-biggest-issue-our-measure-it-seen-not-fit-purpose,"Immigration now seen as biggest issue, but our measure of it seen as 'not fit for purpose'","For the first time in almost six years, Immigration has topped the list of issues people see as the most important facing Britain today, beating the economy into second place. …",,2014-06-27,https://www.fullfact.org/news/immigration-now-seen-biggest-issue-our-measure-it-seen-not-fit-purpose/
401,how-reliable-are-migration-figures,How reliable are migration figures?,"Immigration and emigration are primarily measured using the International Passenger Survey (IPS), based on interviewing willing passengers at various UK ports. It's a small sample and reliant on passengers reporting …",,2014-06-27,https://www.fullfact.org/immigration/how-reliable-are-migration-figures/
