page_index,fact_check_id,fact_check_explanation_title,fact_check_explanation_summary,fact_check_image_url_thumbnail,fact_check_date,fact_check_page_url
375,clash-manifestos-scale-immigration,Clash of the manifestos: the scale of immigration,"""Non-EU migration cut by 13 per cent—and economic migration from outside the EU capped""—Conservative manifesto ""Britain has seen historically high levels of immigration in recent years""—Labour manifesto These claims aren't …",,2015-04-28,https://www.fullfact.org/immigration/clash-manifestos-scale-immigration/
375,clash-manifestos-do-we-have-exit-checks-or-not,Clash of the manifestos: do we have exit checks or not?,"""We have already re-introduced a proper system of exit checks across the country""—Conservative manifesto ""We will introduce full exit checks, so that we can count people in and out of …",,2015-04-28,https://www.fullfact.org/immigration/clash-manifestos-do-we-have-exit-checks-or-not/
375,clash-manifestos-nhs-staffing,Clash of the manifestos: NHS staffing,"""Over the last five years, we have hired thousands more doctors and nurses""—Conservative manifesto ""[We have] increased the NHS budget every year in real terms, helping fund nearly 10,000 more …",,2015-04-28,https://www.fullfact.org/health/clash-manifestos-nhs-staffing/
375,extending-right-buy,Extending Right to Buy,"""We will extend the Right to Buy to tenants in Housing Associations... It is unfair that they should miss out on a right enjoyed by tenants in local authority homes."" …",,2015-04-28,https://www.fullfact.org/economy/extending-right-buy/
375,miliband-marr-and-housing,"Miliband, Marr and housing","Labour have promised to give those who rent their home a ""better and more secure future"" through new regulations. From reading some of the accompanying headlines, you might be forgiven …",,2015-04-28,https://www.fullfact.org/economy/miliband-marr-and-housing/
375,clash-manifestos-house-building,Clash of the manifestos: house building,"""Under Labour, house building fell to its lowest peacetime level since the 1920s""—Conservative manifesto ""Britain is in the midst of the biggest housing crisis in a generation, with the lowest …",,2015-04-28,https://www.fullfact.org/economy/clash-manifestos-house-building/
375,uk-migration-policy-2010-general-election,UK Migration Policy since the 2010 General Election,What key changes took place in UK migration policy under the Coalition government?,https://www.fullfact.org/media/_versions/passports-for-nhs_homepage_article.jpg,2015-04-28,https://www.fullfact.org/immigration/uk-migration-policy-2010-general-election/
375,clash-manifestos-running-academies,Clash of the manifestos: the running of academies,"Academies, including free schools, are directly accountable to the Secretary of State for Education, while all other state-funded schools are accountable to local authorities.",https://www.fullfact.org/media/_versions/academies-schools_homepage_article.jpg,2015-04-28,https://www.fullfact.org/education/clash-manifestos-running-academies/
375,clash-manifestos-affordable-housing,Clash of the manifestos: affordable housing,"""We have delivered over 217,000 new affordable homes since 2010""—Conservative manifesto ""Fewer affordable homes are being built""—Labour manifesto ""The supply of affordable rented housing has been increasing""—Liberal Democrat manifesto Three …",,2015-04-28,https://www.fullfact.org/economy/clash-manifestos-affordable-housing/
375,election-update-28-april-polling-union-and-white-van-dan,"Election update, 28 April: polling, the Union, and 'White Van Dan'",It's nine days until the election and there is plenty of political news out today. The Daily Mail covers criticism of Labour's 'use it or lose it' proposal to encourage …,,2015-04-28,https://www.fullfact.org/news/election-update-28-april-polling-union-and-white-van-dan/
375,clash-manifestos-number-apprenticeships,Clash of the manifestos: the number of apprenticeships,We've taken a look at competing claims about apprenticeships in the Conservative and Labour manifestos for the 2015 general election.,https://www.fullfact.org/media/_versions/brick_apprenticeship_homepage_article.jpg,2015-04-28,https://www.fullfact.org/education/clash-manifestos-number-apprenticeships/
375,clash-manifestos-are-free-schools-working,Clash of the manifestos: are free schools working?,"""We will end the wasteful and poorly performing Free Schools programme""—Labour manifesto ""There are over 250 new free schools [...] delivering better education for the children who need it most""—Conservative …",,2015-04-27,https://www.fullfact.org/education/clash-manifestos-are-free-schools-working/
