page_index,fact_check_id,fact_check_explanation_title,fact_check_explanation_summary,fact_check_image_url_thumbnail,fact_check_date,fact_check_page_url
330,ask-full-fact-quick-answers-to-your-questions,Ask Full Fact: quick answers to your questions,We've provided sources and answers to some more of your EU questions.,https://www.fullfact.org/media/_versions/yetanother-eu-flag-facebook_homepage_article.jpg,2016-06-22,https://www.fullfact.org/europe/ask-full-fact-quick-answers-to-your-questions/
330,will-uk-pay-future-eurozone-bailouts,Will the UK pay for future Eurozone bailouts?,The UK can be asked for financial support for Eurozone countries but is guaranteed its money back.,https://www.fullfact.org/media/_versions/5856762391_f0cf62e547_o_homepage_article.jpg,2016-06-22,https://www.fullfact.org/europe/will-uk-pay-future-eurozone-bailouts/
330,governments-immigration-target-does-eu-immigration-matter,The government's immigration target: does EU immigration matter?,"The Prime Minister claims that EU and British net migration was in balance as recently as 2008, but the figures themselves can't prove this.",https://www.fullfact.org/media/_versions/immigration_pic_homepage_article.png,2016-06-21,https://www.fullfact.org/immigration/governments-immigration-target-does-eu-immigration-matter/
330,how-many-businesses-export-eu,How many businesses export to the EU?,"It sounds like a simple question, but it’s not so easy to answer. We don’t have any official figures for how many UK businesses in total export to the EU.",https://www.fullfact.org/media/_versions/eu-then-now_homepage_article.jpg,2016-06-21,https://www.fullfact.org/europe/how-many-businesses-export-eu/
330,what-stuart-rose-actually-said-about-wages-and-leaving-eu,UK wages if we leave the EU: what Stuart Rose actually said,Stuart Rose’s statement has been taken out of context,https://www.fullfact.org/media/_versions/uk-money-fee-facebook_homepage_article.jpg,2016-06-21,https://www.fullfact.org/europe/what-stuart-rose-actually-said-about-wages-and-leaving-eu/
330,eu-pinching-our-fish,Is the EU ‘pinching our fish’?,"We looked into how the EU divides up the fish in its waters, the UK's position within the EU fishing industry and if leaving the EU would change things.",https://www.fullfact.org/media/_versions/cod_homepage_article.jpg,2016-06-21,https://www.fullfact.org/europe/eu-pinching-our-fish/
330,does-immigration-reduce-wages,Does a 10% rise in immigration lead to a 2% reduction in wages?,Conclusions from a Bank of England report have been repeatedly misquoted.,https://www.fullfact.org/media/_versions/homepage-image-3-template_homepage_article.jpg,2016-06-21,https://www.fullfact.org/immigration/does-immigration-reduce-wages/
330,economic-consequences-leaving-eu,"The economic consequences of leaving the EU - statement from IFS, NIESR, and CEP",Economic institutes have made a joint statement on leaving the EU. Here's what they said.,https://www.fullfact.org/media/_versions/featured_image_homepage_article.jpg,2016-06-21,https://www.fullfact.org/europe/economic-consequences-leaving-eu/
330,ask-full-fact-how-long-would-leaving-eu-take,Ask Full Fact: How long would leaving the EU take?,Ask Full Fact: How long will it take to leave the EU and how many new treaties is it likely to take?,https://www.fullfact.org/media/_versions/flags_homepage_article.jpg,2016-06-21,https://www.fullfact.org/europe/ask-full-fact-how-long-would-leaving-eu-take/
330,ask-full-fact-or-out-nhs-or-ttip,Ask Full Fact: In or out for the NHS or TTIP?,"Ask Full Fact: Is an in or out vote best if I want to protect the NHS from further privatisation, fully fund it and remove the NHS from the TTIP …",https://www.fullfact.org/media/_versions/flags_homepage_article.jpg,2016-06-21,https://www.fullfact.org/europe/ask-full-fact-or-out-nhs-or-ttip/
330,ask-full-fact-would-jobs-be-lost-result-leaving-eu,Ask Full Fact: Would jobs be lost as a result of leaving the EU?,Ask Full Fact: So many claims and counter claims - will jobs be lost as a result of leaving EU?,https://www.fullfact.org/media/_versions/flags_homepage_article.jpg,2016-06-21,https://www.fullfact.org/europe/ask-full-fact-would-jobs-be-lost-result-leaving-eu/
330,ask-full-fact-ttip-why-secret,Ask Full Fact: Why is TTIP not being discussed before the referendum?,"Ask Full Fact: With regard to TTIP, why is it not being openly discussed during the lead up to the referendum. Why is it such a secret?",https://www.fullfact.org/media/_versions/flags_homepage_article.jpg,2016-06-21,https://www.fullfact.org/europe/ask-full-fact-ttip-why-secret/
