page_index,fact_check_id,fact_check_explanation_title,fact_check_explanation_summary,fact_check_image_url_thumbnail,fact_check_date,fact_check_page_url
35,andrew-bridgen-gene-therapy-vaccines,Andrew Bridgen wrong to call mRNA vaccines gene therapy,Gene therapy has a specific definition which does not include the mRNA vaccines.,https://www.fullfact.org/media/_versions/fotor_2023-1-12_15_27_13_homepage_article.png,2023-01-12,https://www.fullfact.org/health/andrew-bridgen-gene-therapy-vaccines/
35,something-added-to-flu-vaccine-strep-a,Nothing has been ‘added’ to the children’s flu vaccine to cause strep A,A Facebook post claims something’s been added to the nasal flu mist to make children sick. This is false.,https://www.fullfact.org/media/_versions/fotor_2023-1-11_17_8_9_homepage_article.png,2023-01-11,https://www.fullfact.org/health/something-added-to-flu-vaccine-strep-a/
35,coronavirus-latin-translation,‘Cor ona virus’ doesn’t mean ‘heart attack virus’ in Latin,"A screenshot from Google Translate appears to show the translation, but this isn’t the meaning of the words in Latin.",https://www.fullfact.org/media/_versions/nathana-reboucas-o5v8heky4ci-unsplash_(1)_(1)_homepage_article.jpg,2023-01-11,https://www.fullfact.org/online/coronavirus-latin-translation/
35,WEF-paedophilia-fake-quotes,The World Economic Forum has not called for paedophilia to be decriminalised,Quotes attributed to the WEF and its co-founder Klaus Schwab circulating on Facebook have been denied by a WEF spokesperson.,https://www.fullfact.org/media/_versions/klaus_schwab_homepage_article.jpg,2023-01-11,https://www.fullfact.org/online/WEF-paedophilia-fake-quotes/
35,un-soldiers-iraq-afghanistan-vaccine-camps,UN soldiers are not forcing the unvaccinated into camps,The claim is being made on Facebook but there is no evidence it is happening.,https://www.fullfact.org/media/_versions/fotor_2023-1-10_16_5_31_homepage_article.png,2023-01-10,https://www.fullfact.org/online/un-soldiers-iraq-afghanistan-vaccine-camps/
35,injured-cat,Cat injured in Middlesbrough is really a viral 2018 picture from California,A Facebook post falsely claims the cat was hurt and picked up earlier this year.,https://www.fullfact.org/media/_versions/clarkc_homepage_article.jpg,2023-01-10,https://www.fullfact.org/online/injured-cat/
35,flu-disappeared-lie-covid-deaths,Covid death rates were not a ‘lie’,"While different measures of death rates have their own strengths and limitations, they all broadly concur that, in the UK, sadly, around 200,000 people have died of Covid-19.",https://www.fullfact.org/media/_versions/fotor_2023-1-10_14_36_13_homepage_article.png,2023-01-10,https://www.fullfact.org/health/flu-disappeared-lie-covid-deaths/
35,sodium-bicarbonate-cancer-cure,Sodium bicarbonate is not ‘lethal’ to all cancers,"because there’s no evidence sodium bicarbonate can be used to cure cancer. Some studies have looked at its use in reducing tumour pH levels, but none have suggested it could …",https://www.fullfact.org/media/_versions/baking_soda_homepage_article.jpg,2023-01-10,https://www.fullfact.org/online/sodium-bicarbonate-cancer-cure/
35,camper-van-giveaway-facebook,Campervan shared in Facebook post not part of so-called giveaway,A social media post offering a camper van to one lucky winner isn’t quite what it seems.,https://www.fullfact.org/media/_versions/julian-ackroyd-giyxy6pboq0-unsplash_(1)_(1)_homepage_article.jpg,2023-01-09,https://www.fullfact.org/online/camper-van-giveaway-facebook/
35,scotland-nhs-funding-devolved,Westminster does not control the amount Scotland spends on its NHS,"Although Scotland receives funds from the UK Government, it can spend them on any devolved services.",https://www.fullfact.org/media/_versions/tommao-wang-sk2nf8knn68-unsplash_homepage_article.jpg,2023-01-06,https://www.fullfact.org/online/scotland-nhs-funding-devolved/
35,covid-vaccine-house-of-commons,Claim about vaccine deaths wasn’t ‘discussed in House of Commons’,A claim that daily vaccine deaths were higher than Covid-19 deaths was not discussed in the House of Commons.,https://www.fullfact.org/media/_versions/marcin-nowak-ixqtqc-f6ji-unsplash_(1)_(1)_homepage_article.jpg,2023-01-06,https://www.fullfact.org/online/covid-vaccine-house-of-commons/
35,5live-mask-mandates-2020,Mask mandates did not immediately control a Covid-19 wave in 2020,"There is evidence that masks work to reduce the spread of Covid-19, but making them compulsory did not reverse a wave in the summer of 2020.",https://www.fullfact.org/media/_versions/6_jan_2023_kobby-mendez-vgycvzgufzs-unsplash_homepage_article.jpg,2023-01-06,https://www.fullfact.org/health/5live-mask-mandates-2020/
