page_index,fact_check_id,fact_check_explanation_title,fact_check_explanation_summary,fact_check_image_url_thumbnail,fact_check_date,fact_check_page_url
149,radiation-video-covid,"Covid-19 is an infectious disease, and a video claiming it isn’t is wrong",The woman in this video is wrong to blame radiation—and wrong about other things as well,https://www.fullfact.org/media/_versions/2bp1gn5_2_dec_2020_homepage_article.jpg,2020-12-02,https://www.fullfact.org/online/radiation-video-covid/
149,vaccine-cold,The Pfizer Covid-19 candidate vaccine is not too cold to be called a vaccine,The Ebola vaccine had to be stored at temperatures this low too.,https://www.fullfact.org/media/_versions/wxw6ah_(1)_homepage_article.jpg,2020-11-30,https://www.fullfact.org/online/vaccine-cold/
149,japan-eu-deal-thornberry,Is the UK's trade deal with Japan better than the EU's?,"We don’t know how much better the UK-Japan trade deal is compared to the EU-Japan deal, but it isn’t expected to be worse.",https://www.fullfact.org/media/_versions/f4taa0_edit_homepage_article.jpg,2020-11-30,https://www.fullfact.org/economy/japan-eu-deal-thornberry/
149,rna-vaccine-covid,RNA Covid-19 vaccines will not change your DNA,Several candidate vaccines use this technology.,https://www.fullfact.org/media/_versions/rf3k93_(1)_homepage_article.jpg,2020-11-30,https://www.fullfact.org/online/rna-vaccine-covid/
149,real-letter-nhs-trust-dealt-no-covid-19-deaths,This is a real letter from an NHS trust that dealt with no Covid-19 deaths,"The trust provides community, mental health, and disability services.",https://www.fullfact.org/media/_versions/c3ah90_homepage_article.jpg,2020-11-30,https://www.fullfact.org/health/real-letter-nhs-trust-dealt-no-covid-19-deaths/
149,foetal-cells-covid-vaccine,There are no foetal cells in the AstraZeneca Covid-19 vaccine,Cells derived from human foetal cells used in production don’t make it to the final product.,https://www.fullfact.org/media/_versions/cr2304_(1)_homepage_article.jpg,2020-11-26,https://www.fullfact.org/online/foetal-cells-covid-vaccine/
149,nadine-dorries-vaccine,Nadine Dorries says email from her office on vaccines does not reflect her views,The MP has said the email was sent by a new staff member and didn’t represent her view or government policy.,https://www.fullfact.org/media/_versions/2cnc23e_(1)_homepage_article.jpg,2020-11-25,https://www.fullfact.org/online/nadine-dorries-vaccine/
149,gp-vaccine-first,GPs and other frontline medical workers will be among the first to receive a Covid-19 vaccine,The government has published plans on who will be vaccinated first.,https://www.fullfact.org/media/_versions/e4655a_homepage_article.jpg,2020-11-25,https://www.fullfact.org/health/gp-vaccine-first/
149,danish-mask-wearing-spectator,Danish study on mask efficacy only tells us half the story,A Spectator article suggests a new study which found mask-wearing didn’t lower Covid-19 infection rates is proof masks don’t work. But the study didn’t look at whether masks help others.,https://www.fullfact.org/media/_versions/2b966p1_edit_homepage_article.jpg,2020-11-24,https://www.fullfact.org/health/danish-mask-wearing-spectator/
149,dog-risk-coronavirus,Research suggesting increased Covid-19 risk for dog-owners may be barking up the wrong tree,The research claims dog walkers have a higher risk of catching Covid-19 but it has a number of methodological flaws.,https://www.fullfact.org/media/_versions/2b9e9t4_edit_homepage_article.jpg,2020-11-24,https://www.fullfact.org/health/dog-risk-coronavirus/
149,mail-deaths-chart,The Daily Mail’s chart of Covid-19 death figures doesn’t use the real numbers,"The chart of weekly deaths claimed to show that deaths were barely higher than previous years, but the figures are wrong.",https://www.fullfact.org/media/_versions/2bemkj2_crop_homepage_article.jpg,2020-11-23,https://www.fullfact.org/health/mail-deaths-chart/
149,covid-vaccine-march-sky,This picture of a vaccine vial from March 2020 is real,The Oxford vaccine has been in development since January 2020.,https://www.fullfact.org/media/_versions/2cdykxb_homepage_article.jpg,2020-11-23,https://www.fullfact.org/health/covid-vaccine-march-sky/
