page_index,fact_check_id,fact_check_explanation_title,fact_check_explanation_summary,fact_check_image_url_thumbnail,fact_check_date,fact_check_page_url
103,scotland-finances-2001,England hasn’t ‘kept’ £450 billion of Scottish taxes since 2001,A Facebook post claiming England has kept Scottish taxes ignores the money spent by the UK government for or in Scotland.,https://www.fullfact.org/media/_versions/02_nov_-_scottish_deficit_homepage_article.jpg,2021-10-20,https://www.fullfact.org/economy/scotland-finances-2001/
103,covid-vaccine-rap-battle,Vaccine rap battle full of misinformation,A video on Facebook shares several common types of harmful misinformation about Covid-19 and the vaccines.,https://www.fullfact.org/media/_versions/fb_vaccine_rap_battle_homepage_article.jpg,2021-10-20,https://www.fullfact.org/health/covid-vaccine-rap-battle/
103,bill-gates-boris-johnson-green-investment-funding,Bill Gates’ £400m claim about green investment was wrong,The entrepreneur said both his organisation and the UK government were contributing £400 million each to a new fund.,https://www.fullfact.org/media/_versions/investmentsummit_(1)_homepage_article.jpg,2021-10-19,https://www.fullfact.org/environment/bill-gates-boris-johnson-green-investment-funding/
103,covid-cases-uk,Viral tweet overstates UK’s lead in Covid-19 cases,There are things to take into account when you see UK data compared with other countries.,https://www.fullfact.org/media/_versions/2ddrkpn_(1)_homepage_article.jpg,2021-10-19,https://www.fullfact.org/health/covid-cases-uk/
103,sainsburys-fireworks-animals,Concerns about animal welfare are just one reason Sainsbury’s stopped selling fireworks,A spokesperson for the supermarket giant told us it hadn’t sold fireworks since 2019.,https://www.fullfact.org/media/_versions/fb_sainsburys_fireworks_homepage_article.jpg,2021-10-19,https://www.fullfact.org/health/sainsburys-fireworks-animals/
103,vaccine-passports-nhsx,NHSX website doesn’t reveal vaccine passport roll out,"The government confirmed that proving vaccination status continues to be an option, rather than a definite plan for December.",https://www.fullfact.org/media/_versions/nhs_covid_pass_app_homepage_article.jpg,2021-10-19,https://www.fullfact.org/online/vaccine-passports-nhsx/
103,NASA-photoshopped-apollo-false,NASA didn’t paste a picture of the Earth into photos from the moon,An Instagram video makes a number of bizarre claims about NASA manipulating footage from space and its Apollo programme.,https://www.fullfact.org/media/_versions/nasa_homepage_article.jpg,2021-10-18,https://www.fullfact.org/online/NASA-photoshopped-apollo-false/
103,renewable-energy-generation-farage,Nigel Farage understates renewable energy generation,Nigel Farage claimed renewables produced just 2-3% of the country’s electricity for three weeks in September. But it was 10%-19% each day and has since increased.,https://www.fullfact.org/media/_versions/2gk1037_homepage_article.jpg,2021-10-18,https://www.fullfact.org/environment/renewable-energy-generation-farage/
103,tesco-sacking-4300,"No evidence Tesco is sacking 4,300 workers","A Facebook post claims 4,300 Tesco workers are getting sacked and this is why you shouldn’t use self checkout machines.",https://www.fullfact.org/media/_versions/cbh262_(1)_homepage_article.jpg,2021-10-18,https://www.fullfact.org/online/tesco-sacking-4300/
103,joe-rogan-alex-berenson-covid-vaccines-phe,The Joe Rogan podcast misused English Covid-19 data,"A guest misused a PHE report, which does not show that vaccinated people are more likely to catch the disease",https://www.fullfact.org/media/_versions/t4kktt_18_oct_2021_homepage_article.jpg,2021-10-18,https://www.fullfact.org/health/joe-rogan-alex-berenson-covid-vaccines-phe/
103,spanish-health-ministry-covid-isolated,The Covid-19 virus has been isolated many times in Spain—and elsewhere,The fact that the Spanish Ministry of Health doesn’t have its own viral cultures doesn’t mean it thinks they don’t exist.,https://www.fullfact.org/media/_versions/2b7c6n2_15_october_2021_homepage_article.jpg,2021-10-15,https://www.fullfact.org/health/spanish-health-ministry-covid-isolated/
103,covid-19-vaccines-fertility-treatment,Can those undergoing fertility treatment have the Covid-19 vaccine?,"The RCOG and British Fertility Society both say those undergoing treatment can have the vaccine, and experts say there’s no evidence it affects fertility",https://www.fullfact.org/media/_versions/ivf_homepage_article.jpg,2021-10-15,https://www.fullfact.org/pregnant-then-screwed/covid-19-vaccines-fertility-treatment/
