page_index,fact_check_id,fact_check_explanation_title,fact_check_explanation_summary,fact_check_image_url_thumbnail,fact_check_date,fact_check_page_url
456,probation-service-keeping-criminals-check,Is the probation service keeping criminals in check?,"As the Government announces its latest consultation on reforming the probation service, we review claims about how effectively the service is operating.",,2013-01-09,https://www.fullfact.org/crime/probation-service-keeping-criminals-check/
456,are-south-african-women-drinking-disable-their-unborn-children,Are South African women drinking to disable their unborn children?,"According to some news aricles this week, South African women are deliberately drinking heavily in order to disable their unborn children, in order to claim relatively generous disability benefits. Words …",,2013-01-09,https://www.fullfact.org/news/are-south-african-women-drinking-disable-their-unborn-children/
456,who-will-bear-brunt-benefits-freeze,Who will bear the brunt of the benefits freeze?,"As MPs prepare to vote over the Government's plans to cap rises to certain working age benefits and tax credits, newspapers and commentators have been circulating figures on who will …",,2013-01-08,https://www.fullfact.org/economy/who-will-bear-brunt-benefits-freeze/
456,how-start-argument-parliament,How to start an argument in Parliament,"Today the BBC reports that the campaign group Hacked Off* has published the 'Leveson Bill' - a draft bill written up by Hacked Off's Chair Hugh Tomlinson QC. Obviously, this …",,2013-01-07,https://www.fullfact.org/news/how-start-argument-parliament/
456,does-government-subsidise-childcare-more-any-other-european-country,Does the government subsidise childcare more than any other European country?,"As David Cameron and Nick Clegg renewed their vows in the No.10 rose garden, the government pledged to help families by improving access to childcare. Meanwhile the Daily Telegraph reported …",,2013-01-07,https://www.fullfact.org/economy/does-government-subsidise-childcare-more-any-other-european-country/
456,how-does-coalition-score-food-poverty-and-living-standards,How does the Coalition score on food poverty and living standards?,It's half term and the Coalition's report card is out. We look at Owen Jones' review of the Coalition's record on food poverty and living standards.,,2013-01-07,https://www.fullfact.org/economy/how-does-coalition-score-food-poverty-and-living-standards/
456,are-conservative-councils-damaging-local-high-streets-and-small-businesses,"Are Conservative councils ""damaging local high streets and small businesses""?","According to research conducted by Labour, Conservative councils charge more for parking than their Labour equivalents. Both parties agree that if parking charges are excessive, town centre businesses will lose …",,2013-01-04,https://www.fullfact.org/economy/are-conservative-councils-damaging-local-high-streets-and-small-businesses/
456,are-wages-failing-keep-pace-rising-prices-and-benefits,Are wages failing to keep pace with rising prices and benefits?,"With benefits uprating dominating 2013's early political exchanges, is it really fair to say that working people are falling behind when it comes to the cost of living?",,2013-01-03,https://www.fullfact.org/economy/are-wages-failing-keep-pace-rising-prices-and-benefits/
456,are-there-4000-foreign-murderers-and-rapists-living-freely-uk,"Are there 4,000 foreign murderers and rapists living freely in the UK?","The Daily Mail, The Sun and The Telegraph reported this morning that there are 4,000 foreign national offenders living in the UK. But how accurate is this number?",https://www.fullfact.org/media/_versions/foreigners-in-uk_homepage_article.jpg,2013-01-03,https://www.fullfact.org/immigration/are-there-4000-foreign-murderers-and-rapists-living-freely-uk/
456,can-being-overweight-improve-your-life-expectancy,Can being overweight improve your life expectancy?,"As thousands of Brits embark upon diets as part of their New Year's resolutions, some papers today reported that being 'plump' could actually extend your life. Is this really sound …",,2013-01-02,https://www.fullfact.org/health/can-being-overweight-improve-your-life-expectancy/
456,do-england-and-wales-imprison-more-children-any-other-countries-europe,Do England and Wales imprison more children than any other countries in Europe?,"On Tuesday in the House of Commons, Barry Sheerman MP asked Secretary of State for Justice Chris Grayling whether the government would consider reviewing the age of criminal responsibility. But …",,2012-12-20,https://www.fullfact.org/news/do-england-and-wales-imprison-more-children-any-other-countries-europe/
456,was-year-was,That Was The Year That Was,"2012 was the year that: Kelvin MacKenzie berated lazy Northerners, alleging that the UK would have an economy like Ethopia's without London and the South East (actually, we'd be ranked …",,2012-12-20,https://www.fullfact.org/news/was-year-was/
