page_index,fact_check_id,fact_check_explanation_title,fact_check_explanation_summary,fact_check_image_url_thumbnail,fact_check_date,fact_check_page_url
476,times-corrects-error-over-nursing-job-cuts,The Times corrects error over nursing job cuts,Last month Full Fact complained to the Press Complaints Commission (PCC) after the Times and the i newspapers printed inaccurate figures over estimated cuts to nursing jobs in the NHS. …,,2012-06-26,https://www.fullfact.org/news/times-corrects-error-over-nursing-job-cuts/
476,housing-benefit-cuts-explained,Housing Benefit cuts explained,"Our latest video factcheck, in which we explain more about the Prime Minister's proposed cuts to Housing Benefit and what difference they'll make. Is £2 billion enough to matter? Where …",,2012-06-25,https://www.fullfact.org/economy/housing-benefit-cuts-explained/
476,science-girl-thing-not-yet-women-thing-women-science-uk,"Science: a girl thing, not yet a women thing — women in science in the UK",The European Commission's 'Science: It's a girl thing!' campaign launched at the end of last week. A controversial video brought the campaign a good deal of attention. But is the …,,2012-06-25,https://www.fullfact.org/europe/science-girl-thing-not-yet-women-thing-women-science-uk/
476,google-expert-offers-free-statistics-course-160000,"Google expert offers free statistics course to 160,000","Between teaching cars to drive themselves and driving cars to photograph your street, roboticist and articificial intelligence researcher Sebastian Thrun has made quite a name for himself at Stanford and …",,2012-06-25,https://www.fullfact.org/news/google-expert-offers-free-statistics-course-160000/
476,are-todays-pupils-worse-maths-those-1970s,Are today's pupils worse at maths than those of the 1970s?,"Amidst the controversy over GCSEs and A-Levels, the Telegraph has claimed that maths standards are worse now than they were in the 1970s. Is this true?",,2012-06-22,https://www.fullfact.org/education/are-todays-pupils-worse-maths-those-1970s/
476,are-90-cent-primary-care-trusts-rationing-care,Are 90 per cent of Primary Care Trusts 'rationing' care?,"It has been a busy week for health journalists, however one story in particular stood out above all others when it made it to the despatch box at Prime Minister's …",,2012-06-21,https://www.fullfact.org/health/are-90-cent-primary-care-trusts-rationing-care/
476,lords-reform-would-elected-house-cost-taxpayer-500m,Lords reform: would an elected House cost the taxpayer £500m?,"As Liberal Democrat objections to the Education Secretary's plans to replace GCSE exams tests the unity of the two parties in government, today also saw another bone of contention between …",,2012-06-21,https://www.fullfact.org/news/lords-reform-would-elected-house-cost-taxpayer-500m/
476,are-house-prices-or-down-depends-which-paper-you-read,Are house prices up or down? Depends which paper you read...,"The Daily Express is noted for its long-standing interest in the movements of the housing market although, as Full Fact has shown, it hasn't always reported them accurately. Today the …",,2012-06-20,https://www.fullfact.org/economy/are-house-prices-or-down-depends-which-paper-you-read/
476,has-long-term-youth-unemployment-soared-900-cent-12-years,Has long-term youth unemployment soared by 900 per cent in 12 years?,The TUC has claimed that long-term youth unemployment has soared by 900 per cent. Is this true?,,2012-06-19,https://www.fullfact.org/news/has-long-term-youth-unemployment-soared-900-cent-12-years/
476,are-british-doctors-among-best-paid-world,Are British doctors among the best paid in the world?,"With the planned industrial action by doctors across the UK due to take place this Thursday, several newspapers ran stories revealing that thousands of doctors were paid more than the …",,2012-06-18,https://www.fullfact.org/news/are-british-doctors-among-best-paid-world/
476,government-still-overestimating-job-vacancies,Is the Government still overestimating job vacancies?,Yesterday Work and Pensions Secretary Iain Duncan Smith caused a stir with his proposals to change the way in which poverty is measured in the UK. One indicator put forward …,,2012-06-15,https://www.fullfact.org/economy/government-still-overestimating-job-vacancies/
476,are-majority-poor-children-working-households,Are the majority of poor children in working households?,"In a week of heated debate about the measurement of child poverty, some commentators claim that, contrary to popular wisdom, the majority of poor households actually contain at least one …",,2012-06-15,https://www.fullfact.org/economy/are-majority-poor-children-working-households/
