page_index,fact_check_id,fact_check_explanation_title,fact_check_explanation_summary,fact_check_image_url_thumbnail,fact_check_date,fact_check_page_url
509,have-free-schools-failed-sweden,Have free schools failed in Sweden?,"When Michael Gove first floated the idea of free schools, he made much of their success in Sweden. But since then, opponents have questioned whether Sweden is really such an …",,2010-09-30,https://www.fullfact.org/news/have-free-schools-failed-sweden/
509,was-there-brain-drain-under-thatcher,Was there a 'Brain Drain' under Thatcher?,"With Vince Cable announcing planned cuts to Higher Education budgets earlier this month, the outlook for the UK's universities has been under some discussion. But is the Chair of a …",,2010-09-27,https://www.fullfact.org/news/was-there-brain-drain-under-thatcher/
509,how-big-state-private-school-attainment-gap,How big is the state-private school attainment gap?,"Education Secretary Michael Gove today cited evidence presented in a John Humphrys documentary back at the BBC presenter on this morning's Today programme, suggesting that Britain had the widest gap …",,2010-09-20,https://www.fullfact.org/news/how-big-state-private-school-attainment-gap/
509,do-workers-really-earn-more-public-sector,Do workers really earn more in the public sector?,The publication of an Office for National Statistics report earlier this week has been hailed as evidence that workers earn more in the public sector than the private sector by …,,2010-09-16,https://www.fullfact.org/news/do-workers-really-earn-more-public-sector/
509,uks-defence-budget-exceptional,Is the UK's defence budget exceptional?,The scope and speed of the government's strategic defence review has drawn criticism from MPs and army personnel. But some say in defence of cuts that the UK's military expenditure …,,2010-09-15,https://www.fullfact.org/news/uks-defence-budget-exceptional/
509,how-many-special-needs-children-are-misdiagnosed,How many special needs children are misdiagnosed?,Coverage of today's Ofsted report into pupils with special educational needs (SEN) contains a number of contradictory media claims about the number of children who are potentially misdiagnosed as having …,,2010-09-14,https://www.fullfact.org/news/how-many-special-needs-children-are-misdiagnosed/
509,do-tobacco-display-bans-cut-teen-smoking,Do tobacco display bans cut teen smoking?,"Debates over tobacco regulation are always divisive, and the government's pending decision over whether to go ahead with cigarette display bans is no exception. Anti-smoking campaigners have claimed that evidence …",,2010-09-14,https://www.fullfact.org/news/do-tobacco-display-bans-cut-teen-smoking/
509,workless-household-statistics-mail-gets-it-wrong,Workless household statistics: The Mail gets it wrong,"Several papers have seized on the latest figures on workless households, but when Full Fact inspected the reports, we found several dubious uses of the statistics.",,2010-09-09,https://www.fullfact.org/news/workless-household-statistics-mail-gets-it-wrong/
509,debts-and-deficits-are-ed-balls-economic-claims-sound,Debts and deficits: are Ed Balls' economic claims sound?,Labour Leadership hopeful Ed Balls used a slot on this morning's Today programme to attack the Coalition Government's deficit reduction proposals. But in making his defence of the previous administration's …,,2010-09-03,https://www.fullfact.org/news/debts-and-deficits-are-ed-balls-economic-claims-sound/
509,has-benefit-fraud-been-halved-under-labour,Has benefit fraud been halved under Labour?,David Cameron's plans to clamp down on fraudulent benefit claims received a wide airing in this morning's press. Labour's Shadow Welfare Reform Minister Lord Knight has argued that the previous …,,2010-08-11,https://www.fullfact.org/news/has-benefit-fraud-been-halved-under-labour/
509,one-one-out-regulation-will-it-add,One in one out regulation: Will it add up?,"How much does regulation cost businesses in the UK? Looking at the figures, this seems tantamount to asking the length of a piece of red tape. Yet, as the Government …",,2010-08-10,https://www.fullfact.org/news/one-one-out-regulation-will-it-add/
509,which-voters-abandoned-labour-2010,Which voters abandoned Labour in 2010?,"Labour leadership contender Ed Balls today attempts to bust the 'myth' that his party needs to chase middle income voters, and should focus on attracting lower earners. Full Fact takes …",,2010-08-03,https://www.fullfact.org/news/which-voters-abandoned-labour-2010/
