page_index,fact_check_id,fact_check_explanation_title,fact_check_explanation_summary,fact_check_image_url_thumbnail,fact_check_date,fact_check_page_url
203,nhs-surcharge-tax-contributions,Claim that immigrants “only” pay £400 surcharge to use the NHS ignores their tax contributions,"At the moment, the immigration health surcharge is £400 for non-EEA immigrants to the UK, but their tax payments also contribute to the running of things like the NHS.",https://www.fullfact.org/media/_versions/health-tourism_homepage_article.jpg,2019-11-18,https://www.fullfact.org/election-2019/nhs-surcharge-tax-contributions/
203,labour-dental-costs,Labour draws unsubstantiated link between dental costs and hospital admissions,Labour’s claim is also partially based on data which is a decade old.,https://www.fullfact.org/media/_versions/k1256y_homepage_article.jpg,2019-11-18,https://www.fullfact.org/election-2019/labour-dental-costs/
203,gerry-adams-jeremy-corbyn,This is a photo from Tony Benn’s funeral,"Gerry Adams, Martin McGuinness and Jeremy Corbyn were both attendees of theLabour MP’s funeral in 2014.",https://www.fullfact.org/media/_versions/ff4811_homepage_article.jpg,2019-11-18,https://www.fullfact.org/online/gerry-adams-jeremy-corbyn/
203,accident-emergency-waiting-2019,A&E waiting times have hit their worst levels on record,"83.6% of patients attending A&E departments in England were admitted, transferred or discharged within four hours. That’s the lowest level on record, going back to 2010.",https://www.fullfact.org/media/_versions/rnmwg6_homepage_article.jpg,2019-11-18,https://www.fullfact.org/election-2019/accident-emergency-waiting-2019/
203,labour-free-movement-policy,Conservative claim about immigration under Labour is not credible,It’s not credible to put a specific number of the effect of a policy when no one knows exactly what the policy is.,https://www.fullfact.org/media/_versions/plane_landing_homepage_article.jpg,2019-11-16,https://www.fullfact.org/election-2019/labour-free-movement-policy/
203,scottish-youth-unemployment,Scottish government uses non-official data on youth unemployment,That data shows Scottish youth unemployment has fallen. But official data shows it has increased in Scotland over the last year.,https://www.fullfact.org/media/_versions/eh071j_homepage_article.jpg,2019-11-15,https://www.fullfact.org/election-2019/scottish-youth-unemployment/
203,flood-defence-spending,We don’t know if there’s a north/south divide in flood defence spending because the data was taken offline,Figures from the Environment Agency that could have helped shed light seem to have been taken offline.,https://www.fullfact.org/media/_versions/flooding_homepage_article.jpg,2019-11-15,https://www.fullfact.org/election-2019/flood-defence-spending/
203,maggot-orange-juice-USA,The USA doesn’t “allow” maggots in orange juice—it sets levels at which enforcement is mandatory,The US sets levels of natural contaminants in food above which it takes immediate enforcement action. The EU doesn’t set such levels.,https://www.fullfact.org/media/_versions/j2r12x-edit_homepage_article.jpg,2019-11-14,https://www.fullfact.org/health/maggot-orange-juice-USA/
203,1600-per-person-scotland-brexit,"Claim that Brexit will cost every Scot £1,600 is not right","These claims give the impression individuals would lose money, when it’s actually a prediction of how much less the GDP would be in a decade’s time compared to remaining.",https://www.fullfact.org/media/_versions/hahem0_homepage_article.jpg,2019-11-14,https://www.fullfact.org/economy/1600-per-person-scotland-brexit/
203,labour-ddos-attack,How sophisticated was the “sophisticated” cyber attack against Labour?,A DDoS attack by itself is not a sophisticated or particularly novel website attack.,https://www.fullfact.org/media/_versions/bw05y9_homepage_article.jpg,2019-11-12,https://www.fullfact.org/news/labour-ddos-attack/
203,cost-of-corbyn-figure-flawed,Another flawed “cost of Corbyn” figure from the Conservatives,You can’t work out the cost of a manifesto which hasn’t been published yet. And it’s flawed to assume all income tax payers have the same tax burden.,https://www.fullfact.org/media/_versions/c97t1b_homepage_article.jpg,2019-11-12,https://www.fullfact.org/news/cost-of-corbyn-figure-flawed/
203,conservative-claim-labour-1-trillion,There are serious problems with the Conservatives’ claim that Labour would spend £1.2 trillion,You can’t work out the cost of a manifesto that hasn’t been published yet.,https://www.fullfact.org/media/_versions/featured_image_con_trillion_claim_homepage_article.jpg,2019-11-11,https://www.fullfact.org/news/conservative-claim-labour-1-trillion/
