page_index,fact_check_id,fact_check_explanation_title,fact_check_explanation_summary,fact_check_image_url_thumbnail,fact_check_date,fact_check_page_url
56,macmillan-hearing-loss-ad,Not all people with hearing loss are unable to access extra cancer care help,A tweet from Macmillan Cancer Support appears to suggest that 11 million people with hearing loss in the UK can’t access extra help following a cancer diagnosis. This is unlikely …,https://www.fullfact.org/media/_versions/doctor_homepage_article.jpg,2022-08-04,https://www.fullfact.org/health/macmillan-hearing-loss-ad/
56,liz-truss-tv-licence-prison,Do a disproportionate number of women end up in prison for failing to pay TV licences?,"Conservative leadership candidate Liz Truss has raised concerns over the number imprisoned, but since 1995 twice as many men have been jailed.",https://www.fullfact.org/media/_versions/glenn-carstens-peters-eoqhsffbhrk-unsplash_homepage_article.jpg,2022-08-04,https://www.fullfact.org/news/liz-truss-tv-licence-prison/
56,sudden-deaths-connect-the-dots,No evidence for a rise in sudden deaths or that Covid-19 vaccines are the cause,SADS or Sudden Adult Death Syndrome does not appear to have increased in the UK in 2021.,https://www.fullfact.org/media/_versions/kaja-reichardt-wb1m8zefmeq-unsplash_homepage_article.png,2022-08-03,https://www.fullfact.org/health/sudden-deaths-connect-the-dots/
56,liz-truss-regional-pay-boards,Would Liz Truss’s plans for regional pay boards have saved £8.8 billion?,"We look at the detail of the Conservative leadership candidate’s proposals for public sector pay, which she has now dropped after criticism.",https://www.fullfact.org/media/_versions/truss_homepage_article.jpg,2022-08-02,https://www.fullfact.org/economy/liz-truss-regional-pay-boards/
56,liz-truss-dad-tweet,Tweet from Liz Truss’s father calling her ‘poo-poo bear’ is fake,Her father did not tweet saying she couldn’t tie her shoelaces until she was 12.,https://www.fullfact.org/media/_versions/liz_truss_mp%2C_minister_for_education_and_childcare%2C_at_her_speech_setting_out_government_plans_to_promote_more_great_childcare_homepage_article.png,2022-08-02,https://www.fullfact.org/online/liz-truss-dad-tweet/
56,found-baby,Facebook post’s claim about a newborn baby being found by police in Essex is false,It uses an image of a baby recently found in Arizona.,https://www.fullfact.org/media/_versions/omar-lopez-vtknj2oxdvg-unsplash_homepage_article.png,2022-08-02,https://www.fullfact.org/online/found-baby/
56,chemtrails-clouds-sky-mackerel,Picture does not show ‘unnatural’ cloud formations,A picture of the sky does not show “unnatural” cloud formations but rather a long-standing natural phenomenon known as “mackerel sky”.,https://www.fullfact.org/media/_versions/patrick-hendry-v863jqlldji-unsplash_homepage_article.jpg,2022-08-02,https://www.fullfact.org/online/chemtrails-clouds-sky-mackerel/
56,hot-dogs-under-microscope,Viral hot dog clip was a ‘deliberate fake’ by creator,"An edited version of the TikTok clip, which supposedly shows a hot dog contaminated by dirt and parasites, has been shared without proper context on Facebook.",https://www.fullfact.org/media/_versions/hot_dog_resize_homepage_article.jpg,2022-08-01,https://www.fullfact.org/online/hot-dogs-under-microscope/
56,monkeypox-door-handle-120-years-fake-article,Article about monkeypox living on door handles for 120 years is fake,The altered screenshot also claims the virus “can infect anyone from 5 miles away”.,https://www.fullfact.org/media/_versions/journalimage_homepage_article.png,2022-07-29,https://www.fullfact.org/health/monkeypox-door-handle-120-years-fake-article/
56,monkeypox-immune-system,Monkeypox is not a cover-up for the effects of the Covid-19 vaccine,"There’s no evidence of any link between the recent monkeypox virus outbreak and the Covid-19 vaccines, which do not damage immune systems, as a video claims.",https://www.fullfact.org/media/_versions/cdc_monkeypox_homepage_article.jpg,2022-07-29,https://www.fullfact.org/health/monkeypox-immune-system/
56,Amish-cancer-cure,No proof ‘cancer cure’ in viral TikTok actually cured cancer,There’s no evidence that products made by an Amish man who was jailed for breaking FDA laws actually cured disease.,https://www.fullfact.org/media/_versions/fda_homepage_article.jpg,2022-07-29,https://www.fullfact.org/health/Amish-cancer-cure/
56,cpr-cough-heart-attack-cardiac,Vigorous coughing will not save you during a heart attack,Advice that coughing vigorously could save you in the event of a heart attack is incorrect and could make things worse.,https://www.fullfact.org/media/_versions/towfiqu-barbhuiya-c-zwltpserc-unsplash_homepage_article.jpg,2022-07-29,https://www.fullfact.org/health/cpr-cough-heart-attack-cardiac/
