page_index,fact_check_id,fact_check_explanation_title,fact_check_explanation_summary,fact_check_image_url_thumbnail,fact_check_date,fact_check_page_url
473,alcohol-abuse-killing-thousands-hospitalising-tens-thousands-and-costing-billions,"Is alcohol abuse killing thousands, hospitalising tens of thousands and costing billions?","""Bacchus must now his power resign! / I am the only god of wine! / It is not fit the wretch should be / In competition set with me / …",,2012-07-19,https://www.fullfact.org/health/alcohol-abuse-killing-thousands-hospitalising-tens-thousands-and-costing-billions/
473,have-long-term-jobless-youths-tripled-one-year,Have long-term jobless youths tripled in one year?,"Tweeting his reaction to the release of the latest Labour Market Statistics, Ed Balls' political advisor claimed that the number of young people on the dole for more than a …",,2012-07-18,https://www.fullfact.org/news/have-long-term-jobless-youths-tripled-one-year/
473,ed-miliband-right-about-extortionate-pension-fees,Is Ed Miliband right about extortionate pension fees?,The Labour Leader claims that some pension providers wipe out half the value of savers' pension pots by taking large admin fees. Where is the evidence of this?,,2012-07-18,https://www.fullfact.org/news/ed-miliband-right-about-extortionate-pension-fees/
473,benefits-cap-pushing-thousands-jobless-back-work,Is the benefits cap pushing thousands of jobless back to work?,Earlier this week the Department for Work and Pensions (DWP) released new statistics on benefit claimants at risk of being affected by the Government's planned benefit cap. Due to take …,,2012-07-18,https://www.fullfact.org/news/benefits-cap-pushing-thousands-jobless-back-work/
473,whos-responsible-problem-families-misreporting,Who's responsible for problem families misreporting?,The publication of a report by the Government's 'Troubled Families Tsar' this morning has reopened old wounds about the scale and nature of the social problems caused by difficult households. …,,2012-07-18,https://www.fullfact.org/news/whos-responsible-problem-families-misreporting/
473,has-census-revealed-record-population-growth,Has the Census revealed 'record' population growth?,"The Financial Times and the Guardian both reported yesterday that ""the population of England and Wales grew over the past decade at its fastest rate in 100 years."" Meanwhile the …",,2012-07-17,https://www.fullfact.org/immigration/has-census-revealed-record-population-growth/
473,do-nhs-death-rates-rise-when-new-junior-doctors-start-their-jobs,Do NHS death rates rise when new junior doctors start their jobs?,"Referencing a previous article published in June, the Daily Mail today reported a worrying rise in death rates around the time that junior doctors take up their first job in …",,2012-07-17,https://www.fullfact.org/health/do-nhs-death-rates-rise-when-new-junior-doctors-start-their-jobs/
473,are-there-more-4250-schools-britain-without-male-teacher,"Are there more than 4,250 schools in Britain without a male teacher?","With figures released this week showing record numbers of male trainee primary school teachers, do thousands of British schools still lack a male teacher?",,2012-07-17,https://www.fullfact.org/education/are-there-more-4250-schools-britain-without-male-teacher/
473,20-plenty,Is 20 plenty?,"With the latest road casualty figures from the Department for Transport hot off the presses, campaigners have made no delay in drawing conclusions about whether 20 mph zones and limits …",,2012-07-17,https://www.fullfact.org/news/20-plenty/
473,are-one-10-prisoners-former-soldier,Are one in 10 prisoners a former soldier?,Are official estimates on the proportion of inmates from military backgrounds wide of the mark?,,2012-07-16,https://www.fullfact.org/crime/are-one-10-prisoners-former-soldier/
473,are-1000-nhs-patients-month-dying-due-basic-errors,"Are 1,000 NHS patients a month dying due to 'basic errors'?","With the sound of the recent coroner's ruling on the death of 22 year-old Kane Gorey still ringing in the public ear, the Independent reported that the neglect at the …",,2012-07-16,https://www.fullfact.org/health/are-1000-nhs-patients-month-dying-due-basic-errors/
473,how-many-disadvantaged-young-people-are-applying-university,How many disadvantaged young people are applying for university?,"In a heated series of Commons questions this week, the Deputy Prime Minister Nick Clegg defended the Government's record on higher education, asserting that the proportion of disadvantaged young people …",,2012-07-13,https://www.fullfact.org/news/how-many-disadvantaged-young-people-are-applying-university/
