page_index,fact_check_id,fact_check_explanation_title,fact_check_explanation_summary,fact_check_image_url_thumbnail,fact_check_date,fact_check_page_url
404,chinese-investment-uk-record-levels,Is Chinese investment into the UK at record levels?,"The BBC claims Chinese investment into the UK is at record levels, but what evidence are they using?",,2014-06-16,https://www.fullfact.org/economy/chinese-investment-uk-record-levels/
404,bbc-misinterprets-forced-marriages-estimates,BBC misinterprets forced marriages estimates,"From today, forcing a UK national to marry against their will is a criminal offence as new laws against the practice come into force. But mind which figures you use …",,2014-06-16,https://www.fullfact.org/news/bbc-misinterprets-forced-marriages-estimates/
404,we-wouldnt-put-it-press-release-if-it-wasnt-true,"""We wouldn't put it in the press release if it wasn't true""","We're factchecking Chinese investment to the UK today, but the organisation making the claim doesn't think it needs to show the numbers.",,2014-06-16,https://www.fullfact.org/news/we-wouldnt-put-it-press-release-if-it-wasnt-true/
404,wales-getting-best-deal-out-eu,Is Wales getting the best deal out of the EU?,"It was claimed on last week's Question Time that unlike the UK, Wales is a net beneficiary of the EU. But it's not as straightforward a calculation.",https://www.fullfact.org/media/_versions/wlaes_homepage_article.jpg,2014-06-13,https://www.fullfact.org/europe/wales-getting-best-deal-out-eu/
404,nhs-waiting-lists-england-are-longest-theyve-been-six-years,NHS waiting lists in England are the longest they've been in six years,The number of referred patients waiting for treatment is at 3 million for the first time since 2008.,,2014-06-13,https://www.fullfact.org/news/nhs-waiting-lists-england-are-longest-theyve-been-six-years/
404,employment-rate-close-record-high,Employment rate close to a record high,"Following the latest employment statistics released yesterday, the Conservative party took to Twitter to claim they showed the highest rise in the number of people in work since 1971.",,2014-06-12,https://www.fullfact.org/news/employment-rate-close-record-high/
404,inequality-falling-one-measure-rising-another,"Inequality falling by one measure, rising by another","Last week the Prime Minister repeated a claim that ""inequality is at its lowest level since the 80s"".",,2014-06-12,https://www.fullfact.org/news/inequality-falling-one-measure-rising-another/
404,are-there-fewer-passport-office-employees-deal-half-million-backlog,Are there fewer Passport Office employees to deal with a half a million backlog?,"Reported delays in the processing of passport applications has hit the headlines recently, but there is little published evidence behind many of the claims being made.",,2014-06-11,https://www.fullfact.org/immigration/are-there-fewer-passport-office-employees-deal-half-million-backlog/
404,trojan-horse-row-can-schools-inspector-already-conduct-no-notice-checks,Trojan Horse row: can the schools inspector already conduct 'no-notice' checks?,"The ongoing row about allegations about Islamic extremism in Birmingham schools saw another round of claim and counter-claim last night, as England's chief inspector of schools Sir Michael Wilshaw appeared …",,2014-06-10,https://www.fullfact.org/education/trojan-horse-row-can-schools-inspector-already-conduct-no-notice-checks/
404,ministerial-rule-may-denies-shes-broken,The ministerial rule May denies she's broken,Theresa May has denied allegations that she authorised the release of a letter to Michael Gove.,,2014-06-10,https://www.fullfact.org/news/ministerial-rule-may-denies-shes-broken/
404,are-only-one-70-illegal-immigrants-uk-arrested,Are only one in 70 illegal immigrants in the UK arrested?,"A front page story in today's Express claims Home Office figures show less than 1.5% of illegal immigrants are arrested. This isn't what the data shows, and there are a …",,2014-06-09,https://www.fullfact.org/immigration/are-only-one-70-illegal-immigrants-uk-arrested/
404,daily-mail-amends-article-tax-contribution-eastern-european-migrants,Daily Mail amends article on the tax contribution of eastern European migrants,"It had reported that 150,000 migrants paid £1 a week in tax.",,2014-06-09,https://www.fullfact.org/news/daily-mail-amends-article-tax-contribution-eastern-european-migrants/
