page_index,fact_check_id,fact_check_explanation_title,fact_check_explanation_summary,fact_check_image_url_thumbnail,fact_check_date,fact_check_page_url
393,factcheck-one-million-more-migrants-expected-come-london-2030,Factcheck: One million more migrants expected to come to London by 2030,"""British politicians need to be bolder in confronting some of the myths about immigration"". So said the Times (£) last week in a leader article calling for politicians to confront …",,2014-10-20,https://www.fullfact.org/immigration/factcheck-one-million-more-migrants-expected-come-london-2030/
393,unsafe-hospitals-health-warning-todays-reports,'Unsafe' hospitals: a health warning on today's reports,This morning it emerged that four out of five English hospitals inspected by the Care Quality Commission had been given an 'inadequate' or 'requires improvement' judgement on their safety levels …,,2014-10-17,https://www.fullfact.org/health/unsafe-hospitals-health-warning-todays-reports/
393,factcheck-minimum-wage-has-not-been-going-real-terms,Factcheck: The minimum wage has not been going up in real terms,"""the minimum wage under this Government is going up, and going up in real terms"" David Cameron, Prime Minister's Questions, 15 October 2014 Amidst yesterday's furore over comments made by …",https://www.fullfact.org/media/_versions/ff-wp-files/2014/10/minimum-wage2_homepage_article.png,2014-10-15,https://www.fullfact.org/economy/factcheck-minimum-wage-has-not-been-going-real-terms/
393,e-cigarettes-evidence-benefits-and-risks,E-cigarettes: the evidence on benefits and risks,"The consensus among experts is that switching to e-cigarettes has significant health benefits for smokers, although the safety of different models might vary. There are also concerns that they might …",https://www.fullfact.org/media/_versions/ff-wp-files/2014/10/11505926173_bc409d4d3a_k_homepage_article.jpg,2014-10-14,https://www.fullfact.org/health/e-cigarettes-evidence-benefits-and-risks/
393,nhs-pay-has-fallen-behind-inflation-2010,NHS pay has fallen behind inflation since 2010,"Thousands of NHS staff, including nurses, midwives and ambulance staff went on strike today in a dispute over pay. The latest figures show that the average pay for NHS staff …",,2014-10-13,https://www.fullfact.org/health/nhs-pay-has-fallen-behind-inflation-2010/
393,statistics-watchdog-criticises-home-office-over-passport-backlog-evidence,"Statistics watchdog criticises Home Office over passport ""backlog"" evidence","The UK Statistics Authority has criticised the Home Office for failing to publish evidence behind claims made by its Ministers in relation to the row over this summer's passport ""backlog"". …",,2014-10-10,https://www.fullfact.org/immigration/statistics-watchdog-criticises-home-office-over-passport-backlog-evidence/
393,factcheck-are-500-gp-practices-risk-closure,Factcheck: are 500 GP practices at risk of closure?,"""An analysis by the Royal College of GPs has identified 543 GP practices out of the 8,000 in England it believes could be forced to shut in the next year. …",https://www.fullfact.org/media/_versions/ff-wp-files/2014/10/7412886158_396b8b817e_z_homepage_article.jpg,2014-10-06,https://www.fullfact.org/health/factcheck-are-500-gp-practices-risk-closure/
393,factcheck-does-increasing-skirt-size-increase-breast-cancer-risk,Factcheck: does increasing skirt size increase breast cancer risk?,Research on the relationship between breast cancer risk and weight gain (with skirt sizes used as an indicator) was reported extensively last week. From the headlines you could be forgiven …,https://www.fullfact.org/media/_versions/ff-wp-files/2014/10/119759656_9a59da5688_b_homepage_article.jpg,2014-10-03,https://www.fullfact.org/health/factcheck-does-increasing-skirt-size-increase-breast-cancer-risk/
393,cutting-deficit-not-same-paying-down-debt,Cutting the deficit is not the same as paying down the debt,"Following David Cameron's speech to the Conservative party conference, the Labour party has accused the Prime Minister of making a ""misleading reference to the Government's record on the national debt"", …",,2014-10-03,https://www.fullfact.org/economy/cutting-deficit-not-same-paying-down-debt/
393,5-key-factchecks-david-camerons-conservative-party-conference-speech,5 key factchecks from David Cameron's Conservative party conference speech,Here is our take on the key claims made by the Prime Minister today as he addressed his party conference. 1. Three million people have been taken out of income …,https://www.fullfact.org/media/_versions/ff-wp-files/2014/10/5433525697_7db148d506_b_homepage_article.jpg,2014-10-01,https://www.fullfact.org/news/5-key-factchecks-david-camerons-conservative-party-conference-speech/
393,factchecking-ed-milibands-conference-speech,Factchecking Ed Miliband's Conference speech,"Today we teamed up with Sky News to live-factcheck Ed Miliband's leader speech to the Labour Party conference both on our Twitter feed, theirs and in the studio. Here is …",https://www.fullfact.org/media/_versions/ff-wp-files/2014/09/8461479973_f28d8870b7_o_homepage_article.jpg,2014-09-26,https://www.fullfact.org/news/factchecking-ed-milibands-conference-speech/
393,7-key-factchecks-nigel-farages-ukip-conference-speech,7 key factchecks from Nigel Farage's UKIP conference speech,Nigel Farage addressed the UKIP Party Conference this afternoon. Here's our round-up of the key claims: 1. [People are saying] we're taking home less money than we were ten years …,https://www.fullfact.org/media/_versions/ff-wp-files/2014/09/3099381278_e8f4e99fc0_b-1_homepage_article.jpg,2014-09-26,https://www.fullfact.org/news/7-key-factchecks-nigel-farages-ukip-conference-speech/
