page_index,fact_check_id,fact_check_explanation_title,fact_check_explanation_summary,fact_check_image_url_thumbnail,fact_check_date,fact_check_page_url
428,supreme-court-rules-governments-work-experience-schemes-why-have-both-sides-claimed-victory,Supreme Court rules on government's work experience schemes: why have both sides claimed victory?,The Supreme Court this week delivered their judgement in a case brought to challenge the government's work experience schemes. What did the judges decide?,,2013-10-31,https://www.fullfact.org/economy/supreme-court-rules-governments-work-experience-schemes-why-have-both-sides-claimed-victory/
428,how-many-roma-live-uk,How many Roma live in the UK?,"A diverse group dispersed across Europe, there have been various estimates of how many Roma live in the UK. New research suggests that the migrant population from Central and Eastern …",,2013-10-31,https://www.fullfact.org/immigration/how-many-roma-live-uk/
428,are-wholesale-gas-and-electricity-costs-behind-latest-energy-price-rises,Are wholesale gas and electricity costs behind the latest energy price rises?,Representatives from some of the biggest energy companies answered to the Energy Select Committee this week following accusations that wholesale costs weren't rising as fast as consumers were led to …,,2013-10-30,https://www.fullfact.org/news/are-wholesale-gas-and-electricity-costs-behind-latest-energy-price-rises/
428,how-many-people-are-part-time-because-they-cant-find-full-time-job,How many people are part-time because they can't find a full-time job?,"While the Conservatives point to the fact that unemployment is falling, Labour argue that the jobs market is still weak. They say that since the 2010 election the number of …",,2013-10-30,https://www.fullfact.org/economy/how-many-people-are-part-time-because-they-cant-find-full-time-job/
428,does-olympics-account-quarter-economic-growth-election,Does the Olympics account for a quarter of economic growth since the election?,"With news on the economy having taken a turn for the better in recent months, can we really attribute a quarter of economic growth since May 2010 to the Olympic …",,2013-10-29,https://www.fullfact.org/economy/does-olympics-account-quarter-economic-growth-election/
428,over-here-and-under-arrest-are-romanians-responsible-90-atm-crime,Over here and under arrest: are Romanians responsible for 90% of ATM crime?,"With Romanians and Bulgarians due to gain full working rights in the UK in a little over two months, several papers have suggested crime will accompany a ""wave"" of immigration. …",,2013-10-28,https://www.fullfact.org/europe/over-here-and-under-arrest-are-romanians-responsible-90-atm-crime/
428,health-tourism-whats-bill,Health tourism - what's the bill?,Spotlight on health tourism including who counts as a 'health tourist' and how much it's costing the UK.,https://www.fullfact.org/media/_versions/health-tourism-whats-bill_homepage_article.jpg,2013-10-28,https://www.fullfact.org/health/health-tourism-whats-bill/
428,how-many-nhs-trusts-are-red,How many NHS trusts are in the red?,This week in the House of Commons there was disagreement on how many NHS trusts are forecasting a financial deficit. The Labour party claimed that it was close to half …,,2013-10-25,https://www.fullfact.org/health/how-many-nhs-trusts-are-red/
428,public-money-supporting-crackheads-illegal-immigrants-and-scroungers,"Is public money supporting crackheads, illegal immigrants and scroungers?","One viral message racking up the likes on Facebook and Twitter puts forward alarming estimates for the number of illegal immigrants, scroungers, criminals and crackheads. Do they stand up to …",,2013-10-24,https://www.fullfact.org/news/public-money-supporting-crackheads-illegal-immigrants-and-scroungers/
428,how-much-do-green-taxes-add-energy-bills,How much do 'green taxes' add to energy bills?,"Energy bills remain at the centre of political attention, with both the Prime Minister and Ed Miliband suggesting alternative remedies. How much are green policies and regulations to blame?",,2013-10-23,https://www.fullfact.org/news/how-much-do-green-taxes-add-energy-bills/
428,sun-launches-regular-page-two-corrections-column-response-mental-patients-mistake,Sun launches regular page two corrections column in response to 'mental patients' mistake,"The Sun will from now on publish a regular clarifications and corrections column, following recent complaints from Full Fact and others about errors in its front-page article on mental health …",,2013-10-23,https://www.fullfact.org/news/sun-launches-regular-page-two-corrections-column-response-mental-patients-mistake/
428,energy-company-profits-are-big-sixs-claims-misleading,"Energy company profits: are the Big Six's claims ""misleading""?","In the ongoing furore around gas and electricity bills, energy companies have been keen to point out that their profit margins are not unusual. Others have accused them of hiding …",,2013-10-23,https://www.fullfact.org/news/energy-company-profits-are-big-sixs-claims-misleading/
