page_index,fact_check_id,fact_check_explanation_title,fact_check_explanation_summary,fact_check_image_url_thumbnail,fact_check_date,fact_check_page_url
71,fanta-lemon-discontinued,Fanta Lemon is not being discontinued in Europe,This seems to stem from a now-deleted tweet from the brand in 2018.,https://www.fullfact.org/media/_versions/angelica-echeverry-t261fct-lec-unsplash_homepage_article.png,2022-05-05,https://www.fullfact.org/online/fanta-lemon-discontinued/
71,keir-starmer-good-morning-britain,Keir Starmer’s GMB interview: fact checked,The Labour leader made claims about the UK’s economic growth and fraud during the pandemic.,https://www.fullfact.org/media/_versions/starmer_gmb_homepage_article.jpg,2022-05-04,https://www.fullfact.org/economy/keir-starmer-good-morning-britain/
71,cancer-act-1939-cure,1939 Cancer Act doesn’t criminalise discussion of cancer ‘cures’,"The legislation prohibits advertising ‘cures’ to the general public, including orthodox treatments.",https://www.fullfact.org/media/_versions/fb_cancer_act_homepage_article.jpg,2022-05-04,https://www.fullfact.org/health/cancer-act-1939-cure/
71,boris-johnson-good-morning-britain,Boris Johnson’s GMB interview: fact checked,"The Prime Minister made claims about the UK’s economic growth, council tax, and his record on bus passes while Mayor of London.",https://www.fullfact.org/media/_versions/gmbthumb_homepage_article.jpg,2022-05-03,https://www.fullfact.org/economy/boris-johnson-good-morning-britain/
71,angela-rayner-2620-twitter,"Angela Rayner repeats misleading claim that families are £2,620 ‘worse off’",This figure comes from an unreliable Labour estimate that doesn’t take account of wage or benefit rises.,https://www.fullfact.org/media/_versions/3_may_2022_official_portrait_of_angela_rayner_mp_crop_1_homepage_article.jpg,2022-05-03,https://www.fullfact.org/economy/angela-rayner-2620-twitter/
71,associated-press-reuters-rothschilds,The Rothschilds don’t own Reuters or the Associated Press,"AP is owned by a membership made up of other media companies. Reuters is part of Thomson Reuters, which is majority-owned by the Thomson family in Canada.",https://www.fullfact.org/media/_versions/29_april_2022_thomson_reuters_tmxgroup3_homepage_article.jpg,2022-04-29,https://www.fullfact.org/online/associated-press-reuters-rothschilds/
71,mark-steyn-ukhsa-vaccine-data,GB News presenter wrong about booster vaccine deaths,Mark Steyn claimed during his programme that booster vaccines were ineffective and wrongly suggested they increased the chance of hospitalisation and death.,https://www.fullfact.org/media/_versions/fb_mark_steyn_homepage_article.jpg,2022-04-29,https://www.fullfact.org/health/mark-steyn-ukhsa-vaccine-data/
71,france-2-election-fraud-macron-le-pen,"Clip of French TV shows technical glitch, not election fraud",An error made by France 2 has led to accusations of electoral fraud in the French presidential elections.,https://www.fullfact.org/media/_versions/marine_le_pen_homepage_article.jpg,2022-04-28,https://www.fullfact.org/online/france-2-election-fraud-macron-le-pen/
71,ukraine-upturned-cars-bucha,"Overturned cars in Ukraine were likely flipped by Russian forces, not explosion",A photo of cars in front of an apparently undamaged building is being used to imply an attack was “staged”.,https://www.fullfact.org/media/_versions/bucha_after_russian_invasion_of_ukraine_3_homepage_article.png,2022-04-28,https://www.fullfact.org/online/ukraine-upturned-cars-bucha/
71,lords-allowance-pensions-true,Facebook post’s figures for the state pension and House of Lords allowance are broadly right,"Claims on social media about these payments are often inaccurate, but these numbers are correct for the financial year just finished.",https://www.fullfact.org/media/_versions/28_april_2022_house_of_lords_2011_homepage_article.jpg,2022-04-28,https://www.fullfact.org/online/lords-allowance-pensions-true/
71,infosys-india-trade-deal,Was Rishi Sunak’s in-laws’ company a ‘beneficiary’ of a UK-India trade deal?,"An announcement of £1 billion worth of trade and investment between the UK and India included Infosys, as well as a number of other firms.",https://www.fullfact.org/media/_versions/rishi_sunak_meets_with_bruno_le_maire_in_paris_-_2020_homepage_article.png,2022-04-28,https://www.fullfact.org/online/infosys-india-trade-deal/
71,kerid-lake-iceland,Picture of Icelandic lake has been edited,The real lake doesn’t look like an eye.,https://www.fullfact.org/media/_versions/keri%C3%B0_crater_lake_view_from_crater_rim_towards_parking_lot_homepage_article.png,2022-04-28,https://www.fullfact.org/online/kerid-lake-iceland/
